;Brand;Model;YearMonth;cleaned_Price;Price_Eval;Kilometer;Gear_Type;Fuel_Type;Consumption;CO2_g_km;Power_PS;Price_per_km;Fuel_Cost_per_100km;Annual_Fuel_Cost;CO2_per_year;CO2_Emission_Category
998;Mercedes-Benz;B 220;2018-04-01;17990.0;Sehr guter Preis;99999.0;Automatik;Diesel;4.2;108.0;177.0;0.17990179901799017;6.93;1282.57;1998.81;True
999;Land Rover;Range Rover Evoque;2016-07-01;21890.0;Sehr guter Preis;156000.0;Automatik;Diesel;5.7;149.0;150.0;0.14032051282051283;9.405;1740.63;2757.61;True
1000;Ford;Grand C-Max;2018-05-01;11950.0;Sehr guter Preis;114400.0;Schaltgetriebe;Diesel;4.6;119.0;120.0;0.10445804195804195;7.589999999999999;1404.72;2202.39;True
1001;Volkswagen;Golf;2020-08-01;18490.0;Sehr guter Preis;54302.0;Schaltgetriebe;Diesel;;;116.0;0.34050311222422747;;;;True
1002;Porsche;Cayenne;2017-07-01;34980.0;Sehr guter Preis;195000.0;Automatik;Diesel;8.0;209.0;385.0;0.1793846153846154;13.2;2442.98;3868.06;True
1003;Ford;Focus;2019-06-01;7500.0;Sehr guter Preis;182091.0;Automatik;Diesel;4.7;122.0;120.0;0.041188197110236094;7.755;1435.25;2257.91;True
1004;Audi;A4;2018-06-01;13700.0;Sehr guter Preis;129900.0;Automatik;Benzin;5.7;;150.0;0.10546574287913779;10.089;1867.22;;True
1005;Renault;Talisman;2017-10-01;14990.0;Sehr guter Preis;67858.0;Automatik;Diesel;;;160.0;0.22090247281086975;;;;True
1006;Fiat;Tipo;2016-11-01;6500.0;Sehr guter Preis;69000.0;Schaltgetriebe;Benzin;;;95.0;0.09420289855072464;;;;True
1007;Volkswagen;Passat Variant;2018-11-01;14480.0;Sehr guter Preis;148931.0;Automatik;Diesel;0.0;0.0;150.0;0.09722623228206351;0.0;0.0;0.0;True
1008;BMW;435;2016-07-01;21880.0;Sehr guter Preis;106245.0;Automatik;Diesel;;;313.0;0.20593910301661256;;;;True
1009;BMW;330;2016-12-01;19998.0;Sehr guter Preis;68500.0;Automatik;Benzin;6.2;144.0;252.0;0.2919416058394161;10.974;2031.01;2665.07;True
1010;Audi;Q3;2018-05-01;18890.0;Sehr guter Preis;79805.0;Schaltgetriebe;Diesel;;;150.0;0.23670196103001065;;;;True
1011;Peugeot;5008;2017-10-01;11790.0;Keine Information;114607.0;Schaltgetriebe;Benzin;;;131.0;0.10287329744256458;;;;True
1012;Hyundai;i10;2016-03-01;7990.0;Sehr guter Preis;38025.0;Schaltgetriebe;Benzin;4.7;108.0;67.0;0.2101249178172255;8.319;1539.64;1998.81;True
1013;Opel;Astra;2017-02-01;5690.0;Guter Preis;193768.0;Schaltgetriebe;Diesel;3.5;92.0;110.0;0.029365013830973122;5.7749999999999995;1068.81;1702.69;True
1014;Skoda;Rapid/Spaceback;2018-08-01;9810.0;Sehr guter Preis;102000.0;Schaltgetriebe;Benzin;;;110.0;0.0961764705882353;;;;True
1015;Audi;A6;2016-02-01;12950.0;Sehr guter Preis;188780.0;Schaltgetriebe;Diesel;4.6;;190.0;0.06859836847123636;7.589999999999999;1404.72;;True
1016;Volvo;XC60;2017-06-01;25900.0;Keine Information;106238.0;Automatik;Diesel;;;235.0;0.24379224006476025;;;;True
1017;Skoda;Octavia;2016-11-01;8500.0;Sehr guter Preis;134400.0;Schaltgetriebe;Diesel;3.9;103.0;90.0;0.06324404761904762;6.435;1190.95;1906.27;True
1018;Mitsubishi;Outlander;2017-01-01;14950.0;Sehr guter Preis;134600.0;Schaltgetriebe;Diesel;5.4;143.0;150.0;0.11106983655274888;8.91;1649.01;2646.57;True
1019;Nissan;Qashqai;2020-06-01;9900.0;Sehr guter Preis;350000.0;Schaltgetriebe;Diesel;3.8;100.0;116.0;0.028285714285714286;6.27;1160.42;1850.75;True
1020;BMW;216;2016-01-01;10680.0;Sehr guter Preis;91952.0;Schaltgetriebe;Benzin;5.1;118.0;102.0;0.11614755524621542;9.027;1670.67;2183.88;True
1021;Audi;A4;2018-06-01;13700.0;Sehr guter Preis;129900.0;Automatik;Benzin;5.7;;150.0;0.10546574287913779;10.089;1867.22;;True
1022;Jeep;Compass;2018-06-01;14997.0;Sehr guter Preis;51400.0;Schaltgetriebe;Benzin;6.2;143.0;140.0;0.2917704280155642;10.974;2031.01;2646.57;True
1023;Opel;Corsa;2016-04-01;7700.0;Sehr guter Preis;79500.0;Schaltgetriebe;Benzin;5.6;128.0;90.0;0.09685534591194969;9.911999999999999;1834.46;2368.95;True
1024;Ford;S-Max;2016-04-01;8990.0;Keine Information;124869.0;Schaltgetriebe;Benzin;;;160.0;0.07199545123289207;;;;True
1025;Audi;A6 allroad;2017-01-01;17900.0;Sehr guter Preis;198999.0;Automatik;Diesel;5.6;149.0;272.0;0.08995020075477766;9.239999999999998;1710.09;2757.61;True
1026;Volkswagen;Golf Variant;2016-12-01;7780.0;Guter Preis;197000.0;Schaltgetriebe;Diesel;4.0;103.0;110.0;0.03949238578680203;6.6;1221.49;1906.27;True
1027;Volkswagen;Golf GTI;2016-08-01;16890.0;Sehr guter Preis;100103.0;Automatik;Benzin;;;230.0;0.16872621200163831;;;;True
1028;BMW;320;2020-05-01;15550.0;Sehr guter Preis;217000.0;Automatik;Diesel;;;190.0;0.07165898617511521;;;;True
1029;Mitsubishi;Space Star;2021-07-01;8990.0;Sehr guter Preis;13711.0;Schaltgetriebe;Benzin;5.0;113.0;71.0;0.6556779228356794;8.85;1637.91;2091.34;True
1030;Renault;Megane;2017-05-01;11790.0;Sehr guter Preis;93252.0;Automatik;Benzin;;;132.0;0.12643160468408185;;;;True
1031;BMW;X6;2017-02-01;29900.0;Guter Preis;154000.0;Automatik;Diesel;7.0;183.0;258.0;0.19415584415584416;11.549999999999999;2137.61;3386.86;True
1032;Peugeot;Traveller;2017-09-01;16995.0;Guter Preis;196000.0;Schaltgetriebe;Diesel;5.3;139.0;150.0;0.08670918367346939;8.745;1618.48;2572.54;True
1033;Ford;Kuga;2017-01-01;8650.0;Sehr guter Preis;139693.0;Schaltgetriebe;Benzin;;;150.0;0.061921499287723794;;;;True
1034;Opel;Grandland X;2020-11-01;14750.0;Sehr guter Preis;78593.0;Schaltgetriebe;Diesel;3.9;102.0;131.0;0.18767574720394947;6.435;1190.95;1887.76;True
1035;SEAT;Leon;2018-05-01;14950.0;Guter Preis;56500.0;Schaltgetriebe;Benzin;;;125.0;0.2646017699115044;;;;True
1036;BMW;116;2017-03-01;9990.0;Sehr guter Preis;157445.0;Schaltgetriebe;Diesel;;;116.0;0.06345072882593922;;;;True
1037;Audi;A5;2016-09-01;19250.0;Sehr guter Preis;139864.0;Automatik;Diesel;5.7;151.0;245.0;0.13763370130984384;9.405;1740.63;2794.63;True
1038;BMW;320;2018-05-01;19999.0;Sehr guter Preis;70329.0;Automatik;Benzin;5.3;124.0;184.0;0.2843634915895292;9.381;1736.18;2294.92;True
1039;Mercedes-Benz;A 250;2018-10-01;18450.0;Sehr guter Preis;122304.0;Automatik;Benzin;6.2;141.0;224.0;0.15085361067503925;10.974;2031.01;2609.55;True
1040;Renault;Talisman;2017-10-01;14990.0;Sehr guter Preis;67858.0;Automatik;Diesel;;;160.0;0.22090247281086975;;;;True
1041;Skoda;Fabia;2019-02-01;8800.0;Sehr guter Preis;98747.0;Schaltgetriebe;Benzin;4.8;109.0;75.0;0.08911663139133341;8.496;1572.39;2017.31;True
1042;Opel;Insignia;2019-12-01;9999.0;Sehr guter Preis;184000.0;Schaltgetriebe;Diesel;5.9;154.0;136.0;0.05434239130434783;9.735;1801.7;2850.15;True
1043;Ford;Focus;2019-06-01;9950.0;Sehr guter Preis;146769.0;Automatik;Benzin;5.9;133.0;150.0;0.06779360764194074;10.443000000000001;1932.73;2461.49;True
1044;Kia;Sportage;2017-01-01;14500.0;Guter Preis;81004.0;Automatik;Benzin;7.9;187.0;135.0;0.17900350599970372;13.983;2587.9;3460.89;True
1045;Audi;Q2;2019-05-01;18350.0;Sehr guter Preis;19129.0;Schaltgetriebe;Benzin;5.4;122.0;116.0;0.9592764911913848;9.558000000000002;1768.94;2257.91;True
1046;BMW;520;2017-02-01;13980.0;Keine Information;180000.0;Automatik;Diesel;4.6;121.0;190.0;0.07766666666666666;7.589999999999999;1404.72;2239.4;True
1047;Renault;Kadjar;2017-09-01;13980.0;Sehr guter Preis;77279.0;Schaltgetriebe;Benzin;;;163.0;0.18090296199484984;;;;True
1048;Volkswagen;Passat Variant;2018-08-01;12995.0;Fairer Preis;183000.0;Schaltgetriebe;Diesel;4.2;110.0;150.0;0.07101092896174864;6.93;1282.57;2035.82;True
1049;Volkswagen;Touran;2017-09-01;15850.0;Sehr guter Preis;135531.0;Schaltgetriebe;Benzin;5.6;130.0;150.0;0.11694741424471154;9.911999999999999;1834.46;2405.97;True
1050;BMW;218;2016-02-01;7850.0;Guter Preis;309000.0;Automatik;Diesel;4.1;109.0;150.0;0.02540453074433657;6.764999999999999;1252.03;2017.31;True
1051;Audi;A4;2019-02-01;18920.0;Sehr guter Preis;159400.0;Automatik;Diesel;;;190.0;0.11869510664993727;;;;True
1052;Opel;Astra;2022-01-01;11450.0;Sehr guter Preis;108019.0;Schaltgetriebe;Diesel;3.4;90.0;105.0;0.10599987039317157;5.609999999999999;1038.27;1665.67;True
1053;Peugeot;3008;2019-03-01;13990.0;Guter Preis;181260.0;Automatik;Diesel;;;131.0;0.07718194858214719;;;;True
1054;Opel;Grandland X;2019-09-01;14870.0;Sehr guter Preis;41584.0;Schaltgetriebe;Benzin;5.1;116.0;131.0;0.35758945748364757;9.027;1670.67;2146.86;True
1055;Renault;Megane;2018-07-01;8500.0;Guter Preis;180000.0;Automatik;Diesel;3.7;95.0;110.0;0.04722222222222222;6.1049999999999995;1129.88;1758.21;True
1056;BMW;318;2017-02-01;18880.0;Guter Preis;98779.0;Automatik;Benzin;5.4;126.0;136.0;0.1911337430020551;9.558000000000002;1768.94;2331.94;True
1057;Volkswagen;Polo;2016-12-01;9877.0;Guter Preis;73850.0;Schaltgetriebe;Benzin;4.7;107.0;90.0;0.13374407582938388;8.319;1539.64;1980.3;True
1058;Hyundai;i20;2020-12-01;14960.0;Sehr guter Preis;7170.0;Schaltgetriebe;Benzin;5.4;123.0;101.0;2.086471408647141;9.558000000000002;1768.94;2276.42;True
1059;Fiat;Tipo;2016-11-01;6500.0;Sehr guter Preis;69000.0;Schaltgetriebe;Benzin;;;95.0;0.09420289855072464;;;;True
1060;Opel;Mokka X;2019-08-01;13950.0;Sehr guter Preis;54100.0;Schaltgetriebe;Benzin;;;140.0;0.2578558225508318;;;;True
1061;Dacia;Sandero;2021-12-01;13290.0;Sehr guter Preis;32241.0;Schaltgetriebe;Benzin;5.2;130.0;91.0;0.41220805806271515;9.204;1703.43;2405.97;True
1062;Audi;SQ7;2017-11-01;36474.0;Sehr guter Preis;153851.0;Automatik;Diesel;;;435.0;0.23707353218373622;;;;True
1063;Kia;XCeed;2020-06-01;16735.0;Keine Information;41088.0;Schaltgetriebe;Benzin;6.6;150.0;140.0;0.4072965342679128;11.681999999999999;2162.04;2776.12;True
1064;Mercedes-Benz;GLA 200;2016-10-01;19900.0;Sehr guter Preis;59800.0;Automatik;Benzin;5.6;131.0;156.0;0.33277591973244147;9.911999999999999;1834.46;2424.48;True
1065;Toyota;C-HR;2019-09-01;16730.0;Sehr guter Preis;76931.0;Automatik;Benzin;3.8;86.0;98.0;0.21746760083711378;6.726;1244.81;1591.64;True
1066;Jaguar;XE;2017-01-01;18900.0;Guter Preis;126200.0;Automatik;Benzin;6.8;154.0;250.0;0.14976228209191758;12.036;2227.56;2850.15;True
1067;Volvo;XC40;2020-07-01;19900.0;Keine Information;35501.0;Automatik;Benzin;6.5;147.0;163.0;0.5605475902087265;11.505;2129.28;2720.6;True
1068;Ford;C-Max;2018-11-01;9950.0;Sehr guter Preis;132109.0;Automatik;Diesel;4.7;124.0;120.0;0.07531659463019173;7.755;1435.25;2294.92;True
1069;Peugeot;208;2018-05-01;7970.0;Sehr guter Preis;82550.0;Schaltgetriebe;Benzin;;;82.0;0.09654754694124773;;;;True
1070;Hyundai;i30;2022-01-01;15990.0;Sehr guter Preis;27885.0;Schaltgetriebe;Benzin;5.0;115.0;120.0;0.5734265734265734;8.85;1637.91;2128.36;True
1071;SEAT;Ibiza;2018-03-01;7995.0;Sehr guter Preis;110000.0;Schaltgetriebe;Benzin;4.7;106.0;95.0;0.07268181818181818;8.319;1539.64;1961.79;True
1072;Peugeot;3008;2017-06-01;14990.0;Sehr guter Preis;88960.0;Automatik;Benzin;;;131.0;0.1685026978417266;;;;True
1073;DS Automobiles;DS 7 Crossback;2018-07-01;18990.0;Guter Preis;149654.0;Automatik;Diesel;4.9;128.0;179.0;0.12689269915939433;8.085;1496.33;2368.95;True
1074;Mazda;6;2017-01-01;13950.0;Sehr guter Preis;108000.0;Automatik;Diesel;;;175.0;0.12916666666666668;;;;True
1075;Hyundai;i20;2019-04-01;11499.0;Sehr guter Preis;41000.0;Schaltgetriebe;Benzin;5.8;132.0;84.0;0.28046341463414637;10.266;1899.98;2442.98;True
1076;Toyota;Auris;;;Keine Information;;Automatik;Keine Information;;;;;;;;True
1077;Volkswagen;Touran;2021-01-01;14790.0;Sehr guter Preis;155115.0;Schaltgetriebe;Diesel;;;122.0;0.0953486123198917;;;;True
1078;Volkswagen;Passat Variant;2018-11-01;14480.0;Sehr guter Preis;148931.0;Automatik;Diesel;0.0;0.0;150.0;0.09722623228206351;0.0;0.0;0.0;True
1079;Kia;Stonic;2017-12-01;9777.0;Guter Preis;110290.0;Schaltgetriebe;Benzin;;;84.0;0.08864810952942243;;;;True
1080;Mercedes-Benz;S 350;2016-06-01;37900.0;Guter Preis;163084.0;Automatik;Diesel;5.7;149.0;258.0;0.2323955752863555;9.405;1740.63;2757.61;True
1081;Kia;Sportage;2017-08-01;12792.0;Sehr guter Preis;101000.0;Schaltgetriebe;Benzin;;;132.0;0.12665346534653465;;;;True
1082;Skoda;Karoq;2019-05-01;18490.0;Sehr guter Preis;54199.0;Schaltgetriebe;Benzin;;;150.0;0.3411502057233528;;;;True
1083;Volkswagen;Touran;2016-09-01;15800.0;Sehr guter Preis;148150.0;Automatik;Diesel;4.6;120.0;150.0;0.10664866689166386;7.589999999999999;1404.72;2220.89;True
1084;Skoda;Rapid/Spaceback;2018-02-01;13950.0;Sehr guter Preis;28000.0;Automatik;Benzin;4.8;114.0;125.0;0.4982142857142857;8.496;1572.39;2109.85;True
1085;Renault;Megane;2016-05-01;8990.0;Guter Preis;106656.0;Schaltgetriebe;Benzin;5.4;120.0;101.0;0.08428967896789678;9.558000000000002;1768.94;2220.89;True
1086;Volkswagen;Tiguan;2018-04-01;22100.0;Sehr guter Preis;129000.0;Automatik;Diesel;5.7;149.0;190.0;0.17131782945736435;9.405;1740.63;2757.61;True
1087;Volvo;XC60;2017-05-01;19990.0;Sehr guter Preis;106999.0;Automatik;Diesel;4.7;124.0;190.0;0.18682417592687783;7.755;1435.25;2294.92;True
1088;BMW;320;2016-09-01;19990.0;Sehr guter Preis;98558.0;Automatik;Benzin;;;184.0;0.2028247326447371;;;;True
1089;Toyota;Auris;2019-02-01;14999.0;Sehr guter Preis;32500.0;Schaltgetriebe;Benzin;4.8;112.0;116.0;0.4615076923076923;8.496;1572.39;2072.84;True
1090;Mercedes-Benz;A 200;2018-06-01;19770.0;Sehr guter Preis;72666.0;Schaltgetriebe;Benzin;6.5;148.0;163.0;0.27206671620840556;11.505;2129.28;2739.1;True
1091;Volkswagen;Passat Variant;2019-12-01;14899.0;Sehr guter Preis;146300.0;Automatik;Autogas (LPG);6.6;149.0;150.0;0.10183868762816131;1.5114;279.72;2757.61;True
1092;Volkswagen;Golf;2020-08-01;18490.0;Sehr guter Preis;54302.0;Schaltgetriebe;Diesel;;;116.0;0.34050311222422747;;;;True
1093;Audi;Q2;2018-08-01;18990.0;Sehr guter Preis;76259.0;Automatik;Benzin;;;116.0;0.2490197878283219;;;;True
1094;Volkswagen;Tiguan;2018-03-01;18990.0;Sehr guter Preis;90000.0;Automatik;Benzin;;;150.0;0.211;;;;True
1095;Volvo;XC40;2020-07-01;18995.0;Guter Preis;190000.0;Automatik;Diesel;5.0;131.0;150.0;0.09997368421052631;8.25;1526.87;2424.48;True
1096;Mitsubishi;Space Star;2019-03-01;5450.0;Sehr guter Preis;70200.0;Schaltgetriebe;Benzin;4.2;96.0;71.0;0.07763532763532764;7.434;1375.84;1776.72;True
1097;BMW;435;2016-07-01;21880.0;Sehr guter Preis;106245.0;Automatik;Diesel;;;313.0;0.20593910301661256;;;;True
1098;Ford;C-Max;2017-09-01;14890.0;Guter Preis;51500.0;Automatik;Diesel;5.4;129.0;120.0;0.289126213592233;8.91;1649.01;2387.46;True
1099;Toyota;Aygo;2020-12-01;9490.0;Sehr guter Preis;53177.0;Schaltgetriebe;Benzin;5.0;114.0;72.0;0.17846061267089156;8.85;1637.91;2109.85;True
1100;Volkswagen;Arteon;2017-09-01;19900.0;Sehr guter Preis;142992.0;Automatik;Diesel;;;150.0;0.13916862481817163;;;;True
1101;Audi;A4;2018-09-01;17450.0;Sehr guter Preis;121590.0;Automatik;Benzin;;;150.0;0.1435150917016202;;;;True
1102;Ford;Focus;2019-09-01;;Sehr guter Preis;43100.0;Schaltgetriebe;Benzin;4.8;108.0;125.0;;8.496;1572.39;1998.81;True
1103;Opel;Corsa;2021-02-01;12990.0;Sehr guter Preis;27668.0;Schaltgetriebe;Benzin;;;101.0;0.4694954460026023;;;;True
1104;Volkswagen;Polo;2019-05-01;8995.0;Guter Preis;157000.0;Schaltgetriebe;Benzin;4.8;110.0;80.0;0.05729299363057325;8.496;1572.39;2035.82;True
1105;Mercedes-Benz;V 250;2016-08-01;34740.0;Guter Preis;143781.0;Automatik;Diesel;;;190.0;0.24161745988691136;;;;True
1106;Ford;Focus;2020-05-01;14900.0;Sehr guter Preis;88000.0;Schaltgetriebe;Benzin;5.0;114.0;150.0;0.1693181818181818;8.85;1637.91;2109.85;True
1107;Mitsubishi;ASX;2016-02-01;9999.0;Sehr guter Preis;83500.0;Schaltgetriebe;Benzin;;;117.0;0.11974850299401198;;;;True
1108;Fiat;500;2017-02-01;9670.0;Sehr guter Preis;9648.0;Schaltgetriebe;Benzin;4.9;115.0;69.0;1.0022802653399667;8.673;1605.15;2128.36;True
1109;SEAT;Ibiza;2017-11-01;11985.0;Sehr guter Preis;34391.0;Schaltgetriebe;Benzin;;;95.0;0.34849233811171526;;;;True
1110;Ford;Kuga;2017-11-01;15480.0;Sehr guter Preis;82480.0;Automatik;Benzin;;;182.0;0.18768186226964112;;;;True
1111;Toyota;Avensis;2017-09-01;13881.0;Sehr guter Preis;115001.0;Schaltgetriebe;Benzin;;;147.0;0.12070329823218928;;;;True
1112;Volkswagen;T-Roc;2018-06-01;15600.0;Sehr guter Preis;89888.0;Schaltgetriebe;Benzin;5.1;116.0;116.0;0.17354930580277678;9.027;1670.67;2146.86;True
1113;Land Rover;Discovery;2018-01-01;18550.0;Sehr guter Preis;259280.0;Automatik;Diesel;7.2;189.0;258.0;0.07154427645788337;11.879999999999999;2198.69;3497.91;True
1114;Audi;A4;2017-06-01;14800.0;Fairer Preis;171480.0;Schaltgetriebe;Diesel;4.3;116.0;150.0;0.08630744110100304;7.095;1313.1;2146.86;True
1115;Volkswagen;T6 Multivan;2016-05-01;29895.0;Sehr guter Preis;132500.0;Schaltgetriebe;Diesel;;171.0;204.0;0.22562264150943395;;;3164.77;True
1116;BMW;330;2016-12-01;19998.0;Sehr guter Preis;68500.0;Automatik;Benzin;6.2;144.0;252.0;0.2919416058394161;10.974;2031.01;2665.07;True
1117;Mercedes-Benz;A 180;2020-01-01;17940.0;Guter Preis;169490.0;Automatik;Diesel;4.0;105.0;116.0;0.1058469526225736;6.6;1221.49;1943.28;True
1118;Opel;Corsa;2021-07-01;11450.0;Sehr guter Preis;25000.0;Schaltgetriebe;Benzin;;;75.0;0.458;;;;True
1119;Mercedes-Benz;GLC 300;2017-10-01;32990.0;Sehr guter Preis;68000.0;Automatik;Benzin;7.5;169.0;245.0;0.48514705882352943;13.275;2456.86;3127.76;True
1120;Opel;Corsa;2020-10-01;10995.0;Sehr guter Preis;20000.0;Schaltgetriebe;Benzin;4.1;93.0;75.0;0.54975;7.257;1343.09;1721.19;True
1121;Dacia;Duster;2019-01-01;10880.0;Sehr guter Preis;69969.0;Schaltgetriebe;Benzin;6.5;149.0;114.0;0.15549743457817033;11.505;2129.28;2757.61;True
1122;Peugeot;2008;2021-10-01;15990.0;Sehr guter Preis;33600.0;Schaltgetriebe;Benzin;5.5;125.0;101.0;0.4758928571428571;9.735;1801.7;2313.43;True
1123;Ford;Grand C-Max;2018-05-01;11950.0;Sehr guter Preis;114400.0;Schaltgetriebe;Diesel;4.6;119.0;120.0;0.10445804195804195;7.589999999999999;1404.72;2202.39;True
1124;Opel;Crossland;2021-01-01;14800.0;Sehr guter Preis;76088.0;Automatik;Benzin;6.4;143.0;131.0;0.19451161812638;11.328000000000001;2096.52;2646.57;True
1125;Mercedes-Benz;E 220;2016-04-01;26990.0;Sehr guter Preis;138000.0;Automatik;Diesel;3.9;102.0;194.0;0.19557971014492753;6.435;1190.95;1887.76;True
1126;Mercedes-Benz;C 200;2020-11-01;18350.0;Sehr guter Preis;147700.0;Automatik;Diesel;;;160.0;0.12423832092078538;;;;True
1127;Mercedes-Benz;B 220;2018-04-01;17990.0;Sehr guter Preis;99999.0;Automatik;Diesel;4.2;108.0;177.0;0.17990179901799017;6.93;1282.57;1998.81;True
1128;BMW;220;2016-07-01;19890.0;Fairer Preis;133500.0;Automatik;Diesel;4.1;108.0;190.0;0.14898876404494382;6.764999999999999;1252.03;1998.81;True
1129;Ford;Ranger;2019-06-01;18900.0;Keine Information;19143.0;Schaltgetriebe;Diesel;7.0;184.0;160.0;0.9873060648801129;11.549999999999999;2137.61;3405.37;True
1130;Opel;Grandland X;;;Keine Information;;Keine Information;Keine Information;;;;;;;;True
1131;Volkswagen;Golf;2020-11-01;18890.0;Sehr guter Preis;112010.0;Automatik;Diesel;4.4;116.0;150.0;0.1686456566378002;7.26;1343.64;2146.86;True
1132;Honda;Civic;2019-08-01;14490.0;Guter Preis;92425.0;Schaltgetriebe;Benzin;;;126.0;0.15677576413308086;;;;True
1133;Kia;XCeed;2022-02-01;15980.0;Sehr guter Preis;61438.0;Schaltgetriebe;Benzin;;0.0;160.0;0.26009961261759823;;;0.0;True
1134;Audi;Q3;2018-05-01;18890.0;Sehr guter Preis;79805.0;Schaltgetriebe;Diesel;;;150.0;0.23670196103001065;;;;True
1135;Opel;Grandland X;2020-02-01;12450.0;Sehr guter Preis;145175.0;Automatik;Benzin;4.9;111.0;131.0;0.08575856724642672;8.673;1605.15;2054.33;True
1136;Audi;A7;2019-12-01;32990.0;Sehr guter Preis;241000.0;Automatik;Diesel;;;286.0;0.13688796680497925;;;;True
1137;Citroen;Berlingo;2017-06-01;13490.0;Sehr guter Preis;44303.0;Schaltgetriebe;Benzin;;;110.0;0.3044940523215132;;;;True
1138;Audi;S3;2018-02-01;25800.0;Sehr guter Preis;88500.0;Automatik;Benzin;6.6;;310.0;0.29152542372881357;11.681999999999999;2162.04;;True
1139;Opel;Corsa;2024-05-01;15980.0;Sehr guter Preis;12838.0;Schaltgetriebe;Benzin;5.1;114.0;101.0;1.2447421716778315;9.027;1670.67;2109.85;True
1140;Mazda;MX-5;2016-04-01;15800.0;Sehr guter Preis;85452.0;Schaltgetriebe;Benzin;6.9;164.0;160.0;0.18489912465477695;12.213000000000001;2260.32;3035.22;True
1141;Volkswagen;Touran;2019-07-01;15950.0;Sehr guter Preis;122952.0;Automatik;Diesel;4.4;114.0;116.0;0.12972542130262216;7.26;1343.64;2109.85;True
1142;Opel;Insignia;2018-12-01;15800.0;Sehr guter Preis;61970.0;Automatik;Benzin;6.1;138.0;165.0;0.25496207842504437;10.796999999999999;1998.25;2554.03;True
1143;Ford;Transit Custom;2016-05-01;16990.0;Sehr guter Preis;101147.0;Schaltgetriebe;Diesel;6.5;172.0;101.0;0.16797334572453954;10.725;1984.92;3183.28;True
1144;Kia;Sorento;2018-10-01;19970.0;Fairer Preis;171531.0;Automatik;Diesel;;;200.0;0.11642210445925226;;;;True
1145;Toyota;Yaris;2020-02-01;12980.0;Sehr guter Preis;67920.0;Schaltgetriebe;Benzin;5.1;116.0;111.0;0.19110718492343934;9.027;1670.67;2146.86;True
1146;Mazda;6;2020-07-01;15950.0;Sehr guter Preis;120000.0;Automatik;Diesel;5.1;134.0;150.0;0.13291666666666666;8.415;1557.4;2480.0;True
1147;BMW;320;2018-11-01;14650.0;Sehr guter Preis;167000.0;Automatik;Diesel;;;190.0;0.0877245508982036;;;;True
1148;BMW;520;2018-05-01;20350.0;Sehr guter Preis;133290.0;Automatik;Diesel;;;190.0;0.15267461925125667;;;;True
1149;Citroen;C3 Aircross;2018-07-01;13890.0;Guter Preis;39000.0;Schaltgetriebe;Benzin;5.3;119.0;131.0;0.35615384615384615;9.381;1736.18;2202.39;True
1150;Audi;A1;2021-05-01;16900.0;Guter Preis;101187.0;Automatik;Benzin;4.7;132.0;95.0;0.16701750224831252;8.319;1539.64;2442.98;True
1151;Suzuki;SX4 S-Cross;2018-11-01;12900.0;Guter Preis;80587.0;Schaltgetriebe;Benzin;;;111.0;0.1600754464119523;;;;True
1152;Peugeot;5008;2017-10-01;11790.0;Keine Information;114607.0;Schaltgetriebe;Benzin;;;131.0;0.10287329744256458;;;;True
1153;Toyota;Corolla;2019-07-01;17990.0;Guter Preis;9300.0;Schaltgetriebe;Benzin;5.6;128.0;116.0;1.9344086021505376;9.911999999999999;1834.46;2368.95;True
1154;Audi;S8;2017-12-01;53980.0;Sehr guter Preis;56400.0;Automatik;Benzin;10.0;231.0;605.0;0.9570921985815602;17.7;3275.82;4275.22;True
1155;Volkswagen;Polo;2020-08-01;12900.0;Sehr guter Preis;72000.0;Schaltgetriebe;Benzin;5.5;127.0;95.0;0.17916666666666667;9.735;1801.7;2350.45;True
1156;Ford;Focus;2021-02-01;12750.0;Sehr guter Preis;149546.0;Automatik;Diesel;4.1;106.0;120.0;0.08525804769101146;6.764999999999999;1252.03;1961.79;True
1157;Mercedes-Benz;B 180;2020-01-01;13890.0;Guter Preis;200000.0;Schaltgetriebe;Diesel;4.7;124.0;116.0;0.06945;7.755;1435.25;2294.92;True
1158;Jeep;Compass;2019-02-01;15000.0;Sehr guter Preis;96236.0;Automatik;Benzin;8.7;197.0;170.0;0.15586682738268423;15.399;2849.96;3645.97;True
1159;Alfa Romeo;Giulietta;2018-04-01;13900.0;Sehr guter Preis;41150.0;Schaltgetriebe;Benzin;;;120.0;0.3377885783718105;;;;True
1160;Volkswagen;Touran;2017-03-01;18820.0;Guter Preis;99343.0;Schaltgetriebe;Diesel;4.5;116.0;150.0;0.18944465135943148;7.425;1374.18;2146.86;True
1161;Fiat;Panda;2019-02-01;8490.0;Sehr guter Preis;25500.0;Schaltgetriebe;Benzin;;;69.0;0.33294117647058824;;;;True
1162;Mercedes-Benz;CLA 200;2017-09-01;18910.0;Guter Preis;91100.0;Schaltgetriebe;Diesel;;;136.0;0.2075740944017563;;;;True
1163;Volkswagen;Passat Variant;2020-01-01;17679.0;Sehr guter Preis;117141.0;Automatik;Diesel;5.3;139.0;150.0;0.15092068532793812;8.745;1618.48;2572.54;True
1164;Volkswagen;Golf;2017-06-01;13480.0;Sehr guter Preis;84292.0;Schaltgetriebe;Benzin;;;125.0;0.1599202771318749;;;;True
