Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Volkswagen,SONSTIGE,102.113 km,11/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,27.989
Audi,Q5,100.363 km,12/2021,Automatik,Hybrid (Elektro / Benzin),220 kW (299 PS),8l/100km,85g CO2/km (komb)*,38.389
Renault,ZOE,23.746 km,01/2021,Automatik,Elektro,51 kW (69 PS),,0g CO2/km (WLTP,15.948
Peugeot,308,26.316 km,03/2021,Manuell,Benzin,96 kW (131 PS),7l/100km,127g CO2/km (WLTP,20.489
Volkswagen,Sharan,69.600 km,12/2021,Automatik,Benzin,110 kW (150 PS),7l/100km,198g CO2/km (WLTP,37.589
Ford,Mondeo,30.610 km,11/2021,Automatik,Benzin,138 kW (188 PS),2l/100km,142g CO2/km (WLTP,22.689
Audi,A4,51.467 km,02/2021,Automatik,Diesel,120 kW (163 PS),5l/100km,130g CO2/km (WLTP,28.789
Volkswagen,Passat,146.855 km,01/2021,Automatik,Diesel,110 kW (150 PS),9l/100km,128g CO2/km (WLTP,18.689
Volkswagen,Arteon,29.987 km,07/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,149g CO2/km (WLTP,37.089
Audi,A4,51.467 km,02/2021,Automatik,Diesel,120 kW (163 PS),5l/100km,130g CO2/km (WLTP,30.089
Ford,Puma,24.007 km,07/2021,Manuell,Benzin,114 kW (155 PS),6l/100km,126g CO2/km (WLTP,24.089
Mercedes-Benz,CLA 180,31.002 km,12/2021,Automatik,Hybrid (Elektro / Benzin),118 kW (160 PS),8l/100km,85g CO2/km (komb)*,36.489
Opel,Mokka-e,29.987 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.689
Volkswagen,Golf,34.790 km,01/2021,Automatik,Benzin,110 kW (150 PS),1l/100km,138g CO2/km (WLTP,28.189
Mercedes-Benz,SONSTIGE,76.595 km,12/2021,Automatik,Hybrid (Elektro / Diesel),143 kW (194 PS),7l/100km,86g CO2/km (komb)*,43.689
Volkswagen,Golf Variant,31.025 km,06/2021,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,23.289
Volkswagen,Golf Variant,36.980 km,03/2021,Manuell,Diesel,85 kW (116 PS),6l/100km,121g CO2/km (WLTP,23.289
Volkswagen,Passat Variant,113.249 km,07/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,28.489
Mercedes-Benz,SONSTIGE,99.990 km,01/2021,Automatik,Diesel,243 kW (330 PS),7l/100km,186g CO2/km (komb)*,80.689
Mercedes-Benz,Sprinter,68.974 km,11/2021,Automatik,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,40.689
Mercedes-Benz,SONSTIGE,85.491 km,12/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,35.989
Mercedes-Benz,GLE 250,68.353 km,12/2021,Automatik,Hybrid (Elektro / Diesel),143 kW (194 PS),7l/100km,86g CO2/km (komb)*,64.989
Volkswagen,T-Cross,31.279 km,06/2021,Automatik,Benzin,110 kW (150 PS),1l/100km,138g CO2/km (WLTP,26.689
Volkswagen,Golf,52.684 km,10/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,123g CO2/km (WLTP,26.289
Volkswagen,Polo,39.612 km,06/2021,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,19.489
Volkswagen,Polo,55.405 km,08/2021,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,17.989
BMW,X2,32.262 km,05/2022,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,30.649
Mercedes-Benz,A 200,43.320 km,07/2022,Automatik,Benzin,120 kW (163 PS),8l/100km,144g CO2/km (komb)*,28.048
Mercedes-Benz,A 200,23.983 km,04/2022,Manuell,Benzin,120 kW (163 PS),6l/100km,150g CO2/km (WLTP,26.448
Hyundai,i30,33.680 km,06/2022,Manuell,Benzin,88 kW (120 PS),2l/100km,141g CO2/km (WLTP,20.748
Volkswagen,Golf Variant,110.405 km,01/2022,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,21.489
Jaguar,F-Pace,35.237 km,05/2022,Automatik,Benzin,184 kW (250 PS),1l/100km,228g CO2/km (WLTP,46.489
Volkswagen,Sharan,23.742 km,01/2022,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,39.489
Volkswagen,Golf,39.794 km,08/2022,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,22.989
Volkswagen,Golf,33.957 km,03/2022,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,22.989
Audi,S3,27.346 km,08/2022,Automatik,Benzin,228 kW (310 PS),8l/100km,185g CO2/km (komb)*,45.789
Audi,A3,26.683 km,02/2022,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,25.489
