Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Renault,Clio,45.318 km,07/2018,Manuell,Benzin,54 kW (73 PS),6l/100km,127g CO2/km (komb)*,12.048
Renault,Megane,47.770 km,03/2018,Manuell,Benzin,74 kW (101 PS),4l/100km,120g CO2/km (komb)*,15.048
Hyundai,i20,98.390 km,05/2018,Manuell,Benzin,62 kW (84 PS),8l/100km,185g CO2/km (komb)*,11.048
Mazda,CX-3,105.000 km,02/2018,Manuell,Benzin,88 kW (120 PS),9l/100km,137g CO2/km (komb)*,15.948
Dacia,Duster,66.590 km,01/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,16.948
Jeep,Renegade,95.916 km,01/2018,Manuell,Benzin,103 kW (140 PS),6l/100km,185g CO2/km (komb)*,15.948
Renault,Captur,73.790 km,12/2018,Manuell,Benzin,66 kW (90 PS),8l/100km,123g CO2/km (komb)*,15.548
Renault,Trafic,61.580 km,05/2018,Manuell,Diesel,92 kW (125 PS),7l/100km,186g CO2/km (komb)*,23.648
Renault,Captur,27.760 km,07/2018,Automatik,Benzin,110 kW (150 PS),3l/100km,118g CO2/km (komb)*,18.548
Mercedes-Benz,Citan,33.817 km,08/2018,Manuell,Benzin,84 kW (114 PS),1l/100km,145g CO2/km (komb)*,22.248
Toyota,Avensis,71.342 km,03/2018,Manuell,Benzin,108 kW (147 PS),5l/100km,148g CO2/km (komb)*,18.848
Hyundai,i30,60.525 km,08/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,16.448
Renault,Twingo,32.490 km,10/2018,Manuell,Benzin,52 kW (71 PS),8l/100km,185g CO2/km (komb)*,11.548
Opel,Insignia,48.845 km,10/2018,Manuell,Diesel,100 kW (136 PS),9l/100km,154g CO2/km (WLTP,21.389
Volkswagen,Golf Sportsvan,55.260 km,05/2018,Automatik,Benzin,92 kW (125 PS),2l/100km,121g CO2/km (komb)*,19.048
Ford,C-Max,66.153 km,11/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,139g CO2/km (komb)*,18.789
Opel,Astra,89.987 km,11/2018,Manuell,Diesel,81 kW (110 PS),1l/100km,132g CO2/km (WLTP,13.289
Opel,Mokka,59.987 km,05/2018,Manuell,Diesel,100 kW (136 PS),7l/100km,186g CO2/km (komb)*,16.289
Renault,Grand Scenic,69.150 km,08/2018,Manuell,Benzin,97 kW (132 PS),8l/100km,185g CO2/km (komb)*,17.048
Dacia,Sandero,64.525 km,06/2018,Manuell,Autogas,66 kW (90 PS),,120g CO2/km (komb)*,10.948
Fiat,500,50.878 km,11/2018,Manuell,Benzin,51 kW (69 PS),6l/100km,149g CO2/km (WLTP,14.689
Skoda,Fabia,21.619 km,06/2018,Automatik,Benzin,81 kW (110 PS),5l/100km,104g CO2/km (komb)*,16.948
Hyundai,i30,89.990 km,06/2018,Manuell,Benzin,103 kW (140 PS),4l/100km,0g CO2/km (WLTP,17.458
Ford,EcoSport,30.861 km,03/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,18.089
Ford,SONSTIGE,60.100 km,03/2018,Automatik,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,31.489
Skoda,Octavia,88.235 km,09/2018,Automatik,Benzin,110 kW (150 PS),1l/100km,0g CO2/km (WLTP,20.049
Volkswagen,Polo,43.663 km,12/2018,Manuell,Diesel,70 kW (95 PS),7l/100km,186g CO2/km (komb)*,20.089
BMW,220 Active Tourer,81.155 km,05/2018,Automatik,Benzin,141 kW (192 PS),8l/100km,185g CO2/km (komb)*,20.189
Abarth,595C,37.402 km,07/2018,Automatik,Benzin,118 kW (160 PS),8l/100km,185g CO2/km (komb)*,21.089
Audi,S5,40.632 km,06/2018,Automatik,Benzin,260 kW (354 PS),8l/100km,185g CO2/km (komb)*,51.489
Renault,Grand Scenic,68.650 km,06/2018,Manuell,Benzin,120 kW (163 PS),8l/100km,185g CO2/km (komb)*,22.248
Opel,Astra,34.195 km,07/2018,Manuell,Diesel,81 kW (110 PS),7l/100km,186g CO2/km (komb)*,16.689
Skoda,Octavia,88.235 km,08/2018,Automatik,Benzin,110 kW (150 PS),1l/100km,137g CO2/km (WLTP,20.849
Ford,Edge,76.550 km,06/2018,Manuell,Diesel,132 kW (180 PS),7l/100km,186g CO2/km (komb)*,22.989
Ford,Kuga,67.779 km,08/2018,Automatik,Benzin,178 kW (242 PS),8l/100km,185g CO2/km (komb)*,23.989
Renault,Grand Scenic,74.640 km,08/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,19.648
Volkswagen,Polo,83.446 km,06/2018,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,14.489
Renault,ZOE,61.100 km,12/2018,Automatik,Elektro,80 kW (109 PS),,0g CO2/km (WLTP,9.448
Ford,Edge,79.800 km,12/2018,Automatik,Diesel,175 kW (238 PS),7l/100km,186g CO2/km (komb)*,33.389
Mercedes-Benz,SONSTIGE,125.278 km,02/2018,Manuell,Diesel,115 kW (156 PS),7l/100km,186g CO2/km (komb)*,36.049
Renault,Kadjar,18.093 km,11/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,15.948
Volkswagen,T6 Multivan,69.545 km,12/2018,Automatik,Diesel,146 kW (199 PS),7l/100km,186g CO2/km (komb)*,49.589
Ford,Transit Custom,76.962 km,10/2018,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,23.089
Citroen,C3 Aircross,53.387 km,07/2018,Manuell,Benzin,96 kW (131 PS),2l/100km,117g CO2/km (komb)*,13.048
Dacia,Duster,41.206 km,07/2018,Manuell,Benzin,84 kW (114 PS),8l/100km,185g CO2/km (komb)*,13.448
Ford,Fiesta,94.549 km,05/2018,Manuell,Benzin,52 kW (71 PS),8l/100km,185g CO2/km (komb)*,10.089
Fiat,500X,19.878 km,05/2018,Automatik,Benzin,125 kW (170 PS),7l/100km,157g CO2/km (WLTP,20.989
Volkswagen,SONSTIGE,62.434 km,10/2018,Automatik,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,19.489
Volkswagen,Touran,69.990 km,10/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,22.189
Volkswagen,Touran,69.990 km,10/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,23.489
Volkswagen,Sharan,78.251 km,06/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,25.089
Volkswagen,Golf Sportsvan,34.446 km,09/2018,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,20.589
Volkswagen,Touran,44.784 km,07/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,28.289
Volkswagen,Touran,82.000 km,05/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,26.089
Fiat,500,35.400 km,11/2018,Manuell,Benzin,51 kW (69 PS),2l/100km,142g CO2/km (WLTP,12.689
Mercedes-Benz,GLA 180,51.761 km,07/2018,Automatik,Benzin,90 kW (122 PS),8l/100km,185g CO2/km (komb)*,24.349
Citroen,C4 Cactus,106.850 km,12/2018,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,14.349
Mercedes-Benz,Sprinter,59.340 km,05/2018,Manuell,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,37.589
Renault,Scenic,65.000 km,07/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,15.449
Renault,Master,123.700 km,09/2018,Manuell,Diesel,92 kW (125 PS),0l/100km,0g CO2/km (WLTP,26.449
Dacia,Duster,27.797 km,09/2018,Automatik,Diesel,80 kW (109 PS),7l/100km,186g CO2/km (komb)*,19.849
Hyundai,Tucson,84.250 km,05/2018,Manuell,Benzin,97 kW (132 PS),8l/100km,185g CO2/km (komb)*,16.049
Seat,Leon,62.500 km,03/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,21.889
Alpine,SONSTIGE,20.400 km,12/2018,Automatik,Benzin,185 kW (252 PS),8l/100km,185g CO2/km (komb)*,55.149
Mazda,CX-3,86.800 km,03/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,19.149
Mini,Cooper Countryman,117.336 km,03/2018,Automatik,Benzin,170 kW (231 PS),8l/100km,185g CO2/km (komb)*,25.349
Mini,John Cooper Works Countryman,117.336 km,03/2018,Automatik,Benzin,170 kW (231 PS),8l/100km,185g CO2/km (komb)*,25.349
BMW,X5 M,124.800 km,03/2018,Automatik,Benzin,423 kW (575 PS),8l/100km,185g CO2/km (komb)*,42.349
Audi,RS6,140.375 km,02/2018,Automatik,Benzin,445 kW (605 PS),8l/100km,185g CO2/km (komb)*,62.949
Porsche,Cayenne,83.150 km,04/2018,Automatik,Benzin,404 kW (549 PS),8l/100km,185g CO2/km (komb)*,72.749
Mercedes-Benz,SONSTIGE,6.304 km,10/2018,Automatik,Diesel,130 kW (177 PS),0l/100km,0g CO2/km (WLTP,126.049
Renault,Master,87.000 km,06/2018,Manuell,Diesel,96 kW (131 PS),0l/100km,0g CO2/km (WLTP,40.249
Jeep,Compass,61.650 km,09/2018,Automatik,Benzin,125 kW (170 PS),9l/100km,160g CO2/km (komb)*,25.349
Jeep,Compass,53.000 km,02/2018,Automatik,Benzin,125 kW (170 PS),8l/100km,185g CO2/km (komb)*,23.249
Jeep,Compass,62.700 km,05/2018,Automatik,Benzin,125 kW (170 PS),8l/100km,185g CO2/km (komb)*,23.249
Jeep,Compass,87.800 km,11/2018,Automatik,Benzin,125 kW (170 PS),8l/100km,185g CO2/km (komb)*,23.249
Jeep,Compass,68.300 km,04/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,21.094
Mazda,MX-5,55.576 km,04/2018,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,20.989
Kia,cee'd Sportswagon,41.600 km,09/2018,Automatik,Benzin,103 kW (140 PS),6l/100km,127g CO2/km (komb)*,19.049
BMW,X3,86.700 km,12/2018,Automatik,Diesel,195 kW (265 PS),7l/100km,186g CO2/km (komb)*,36.489
Opel,Combo,54.290 km,03/2018,Manuell,Diesel,77 kW (105 PS),7l/100km,186g CO2/km (komb)*,14.089
Fiat,Ducato,14.475 km,11/2018,Manuell,Diesel,109 kW (148 PS),7l/100km,186g CO2/km (komb)*,36.489
Ford,Transit Custom,69.913 km,09/2018,Manuell,Diesel,96 kW (131 PS),4l/100km,186g CO2/km (komb)*,23.249
Renault,Koleos,95.032 km,01/2018,Automatik,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,22.249
Ford,EcoSport,105.000 km,07/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,119g CO2/km (komb)*,14.349
Ssangyong,Tivoli,31.900 km,07/2018,Manuell,Benzin,94 kW (128 PS),2l/100km,0g CO2/km (WLTP,13.249
BMW,X1,142.296 km,10/2018,Automatik,Benzin,141 kW (192 PS),8l/100km,185g CO2/km (komb)*,25.589
Ford,Transit,11.653 km,05/2018,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,44.889
Ford,EcoSport,36.923 km,11/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,23.489
Skoda,Fabia,66.550 km,03/2018,Manuell,Benzin,70 kW (95 PS),3l/100km,99g CO2/km (komb)*,13.649
Mercedes-Benz,E 400,145.000 km,10/2018,Automatik,Diesel,250 kW (340 PS),8l/100km,152g CO2/km (komb)*,35.349
Ford,S-Max,92.854 km,12/2018,Automatik,Diesel,140 kW (190 PS),6l/100km,0g CO2/km (WLTP,23.849
Hyundai,i40,108.070 km,01/2018,Manuell,Benzin,99 kW (135 PS),1l/100km,145g CO2/km (komb)*,15.049
Ford,S-Max,132.595 km,06/2018,Automatik,Diesel,154 kW (209 PS),5l/100km,144g CO2/km (komb)*,22.749
Volkswagen,Passat Variant,113.593 km,06/2018,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,19.049
Ford,Transit,52.710 km,09/2018,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,26.049
Ford,Focus,53.100 km,02/2018,Manuell,Benzin,110 kW (150 PS),6l/100km,128g CO2/km (komb)*,17.049
Ford,EcoSport,83.110 km,10/2018,Manuell,Benzin,92 kW (125 PS),3l/100km,119g CO2/km (komb)*,15.549
Volkswagen,T6 Multivan,100.000 km,04/2018,Automatik,Diesel,150 kW (204 PS),7l/100km,186g CO2/km (komb)*,43.349
Mercedes-Benz,AMG GT R,4.000 km,04/2018,Automatik,Benzin,430 kW (585 PS),8l/100km,185g CO2/km (komb)*,161.249
Nissan,Qashqai,64.980 km,04/2018,Manuell,Benzin,120 kW (163 PS),8l/100km,134g CO2/km (komb)*,18.549
Hyundai,Santa Fe,95.100 km,04/2018,Manuell,Diesel,147 kW (200 PS),6l/100km,159g CO2/km (komb)*,24.449
Mazda,CX-5,95.951 km,06/2018,Automatik,Benzin,143 kW (194 PS),1l/100km,162g CO2/km (komb)*,23.849
Ford,Fiesta,43.131 km,04/2018,Manuell,Benzin,92 kW (125 PS),3l/100km,98g CO2/km (komb)*,16.049
Volvo,V40,61.000 km,03/2018,Manuell,Benzin,90 kW (122 PS),8l/100km,185g CO2/km (komb)*,15.949
Renault,Kadjar,91.300 km,06/2018,Automatik,Benzin,96 kW (131 PS),8l/100km,132g CO2/km (komb)*,17.949
Volkswagen,T-Roc,37.055 km,07/2018,Automatik,Benzin,140 kW (190 PS),7l/100km,152g CO2/km (komb)*,26.549
Ford,EcoSport,52.172 km,02/2018,Automatik,Benzin,92 kW (125 PS),8l/100km,134g CO2/km (komb)*,15.949
Ford,Kuga,67.779 km,09/2018,Automatik,Benzin,178 kW (242 PS),7l/100km,199g CO2/km (komb)*,24.349
Mazda,CX-5,109.547 km,03/2018,Automatik,Benzin,143 kW (194 PS),8l/100km,162g CO2/km (komb)*,24.149
Ford,Focus,64.977 km,09/2018,Automatik,Benzin,92 kW (125 PS),5l/100km,125g CO2/km (komb)*,16.949
Renault,Megane,47.770 km,03/2018,Manuell,Benzin,74 kW (101 PS),4l/100km,120g CO2/km (komb)*,15.049
Ford,Edge,117.284 km,07/2018,Automatik,Diesel,154 kW (209 PS),7l/100km,186g CO2/km (komb)*,26.549
Land Rover,Range Rover Velar,45.597 km,03/2018,Automatik,Benzin,280 kW (381 PS),8l/100km,214g CO2/km (komb)*,55.649
Mercedes-Benz,GLE 63 AMG,89.063 km,04/2018,Automatik,Benzin,410 kW (558 PS),9l/100km,282g CO2/km (komb)*,57.749
Mercedes-Benz,V 250,75.575 km,08/2018,Automatik,Diesel,140 kW (190 PS),6l/100km,159g CO2/km (komb)*,43.349
Kia,Sorento,116.240 km,11/2018,Automatik,Diesel,147 kW (200 PS),2l/100km,163g CO2/km (komb)*,27.349
Seat,Leon,109.200 km,05/2018,Manuell,Benzin,132 kW (180 PS),8l/100km,134g CO2/km (komb)*,17.049
Cadillac,XT5,73.100 km,06/2018,Automatik,Benzin,231 kW (314 PS),8l/100km,229g CO2/km (komb)*,26.449
Toyota,Proace,48.920 km,03/2018,Automatik,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,39.249
Land Rover,Discovery Sport,50.500 km,10/2018,Automatik,Benzin,177 kW (241 PS),8l/100km,191g CO2/km (komb)*,26.549
Volkswagen,Crafter,55.850 km,12/2018,Manuell,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,42.549
Kia,Sportage,80.825 km,04/2018,Manuell,Benzin,130 kW (177 PS),6l/100km,177g CO2/km (WLTP,19.949
Skoda,Rapid,107.193 km,12/2018,Manuell,Benzin,81 kW (110 PS),5l/100km,185g CO2/km (komb)*,13.549
Mazda,CX-3,105.000 km,02/2018,Manuell,Benzin,88 kW (120 PS),9l/100km,137g CO2/km (komb)*,15.949
Land Rover,Range Rover,97.325 km,04/2018,Automatik,Diesel,250 kW (340 PS),4l/100km,0g CO2/km (WLTP,62.849
Kia,Picanto,27.038 km,02/2018,Manuell,Benzin,62 kW (84 PS),5l/100km,114g CO2/km (komb)*,12.849
Renault,Twingo,88.580 km,12/2018,Automatik,Benzin,51 kW (69 PS),2l/100km,118g CO2/km (komb)*,11.749
Volkswagen,Arteon,139.900 km,02/2018,Automatik,Benzin,206 kW (280 PS),8l/100km,164g CO2/km (komb)*,26.449
Volkswagen,Tiguan,94.800 km,07/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,132g CO2/km (komb)*,19.549
Audi,A3,107.692 km,01/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,19.749
Ford,Kuga,90.600 km,04/2018,Automatik,Benzin,178 kW (242 PS),1.000l/100km,199g CO2/km (komb)*,21.149
Ford,Focus,84.483 km,03/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,14.549
Hyundai,IONIQ,81.500 km,11/2018,Automatik,Elektro,88 kW (120 PS),,0g CO2/km (komb)*,17.549
Ford,EcoSport,22.169 km,09/2018,Automatik,Benzin,92 kW (125 PS),2l/100km,140g CO2/km (komb)*,17.049
Ford,Kuga,97.376 km,05/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,15.849
Land Rover,Discovery,90.968 km,09/2018,Automatik,Diesel,225 kW (306 PS),3l/100km,0g CO2/km (WLTP,38.649
Alfa,Romeo Stelvio,69.200 km,01/2018,Automatik,Benzin,375 kW (510 PS),8l/100km,210g CO2/km (komb)*,51.349
Mazda,3,141.050 km,07/2018,Manuell,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,14.549
Opel,Grandland X,81.587 km,03/2018,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,14.749
Opel,Crossland X,98.787 km,01/2018,Manuell,Benzin,96 kW (131 PS),8l/100km,114g CO2/km (komb)*,14.049
Nissan,370Z,35.755 km,05/2018,Automatik,Benzin,241 kW (328 PS),9l/100km,254g CO2/km (komb)*,31.849
Mazda,MX-5,24.612 km,05/2018,Automatik,Benzin,118 kW (160 PS),8l/100km,185g CO2/km (komb)*,25.949
Mercedes-Benz,C 200,99.400 km,01/2018,Automatik,Benzin,135 kW (184 PS),6l/100km,136g CO2/km (komb)*,29.749
Opel,Corsa,112.000 km,04/2018,Manuell,Benzin,110 kW (150 PS),1l/100km,139g CO2/km (komb)*,13.449
Volkswagen,Touareg,99.880 km,08/2018,Automatik,Diesel,210 kW (286 PS),7l/100km,182g CO2/km (komb)*,39.149
Seat,Arona,69.673 km,08/2018,Manuell,Benzin,70 kW (95 PS),8l/100km,111g CO2/km (komb)*,15.949
Skoda,Octavia,98.271 km,11/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,114g CO2/km (komb)*,19.049
BMW,X3,130.000 km,07/2018,Automatik,Diesel,195 kW (265 PS),7l/100km,186g CO2/km (komb)*,31.749
Audi,A3,80.000 km,05/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,23.149
Volkswagen,Caddy,88.933 km,04/2018,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,29.349
Honda,Civic,63.695 km,04/2018,Manuell,Benzin,95 kW (129 PS),8l/100km,185g CO2/km (komb)*,17.949
Nissan,Juke,24.431 km,04/2018,Manuell,Benzin,160 kW (218 PS),8l/100km,165g CO2/km (komb)*,17.949
Mercedes-Benz,Sprinter,72.110 km,05/2018,Manuell,Diesel,105 kW (143 PS),4l/100km,0g CO2/km (WLTP,33.649
Audi,A8,100.000 km,05/2018,Automatik,Diesel,210 kW (286 PS),7l/100km,186g CO2/km (komb)*,47.749
Skoda,Kodiaq,83.427 km,05/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,137g CO2/km (komb)*,20.149
Ford,Grand C-Max,59.500 km,06/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,119g CO2/km (komb)*,20.149
Mercedes-Benz,GLC 350,135.500 km,04/2018,Automatik,Diesel,190 kW (258 PS),7l/100km,161g CO2/km (komb)*,38.149
Ford,Mustang,16.277 km,04/2018,Automatik,Benzin,331 kW (450 PS),8l/100km,285g CO2/km (komb)*,49.349
Audi,R8,35.500 km,05/2018,Automatik,Benzin,397 kW (540 PS),8l/100km,286g CO2/km (komb)*,126.849
Volkswagen,T-Roc,69.987 km,11/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,120g CO2/km (komb)*,19.349
Volkswagen,T-Roc,119.433 km,05/2018,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,24.049
Mercedes-Benz,A 220,76.500 km,11/2018,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,25.849
Volvo,XC60,85.500 km,01/2018,Automatik,Benzin,184 kW (250 PS),8l/100km,185g CO2/km (komb)*,32.749
Audi,A4,53.337 km,01/2018,Automatik,Benzin,185 kW (252 PS),6l/100km,135g CO2/km (komb)*,29.749
Volkswagen,T6 Caravelle,39.385 km,11/2018,Manuell,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,35.949
Ford,Kuga,99.988 km,03/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,15.049
Volvo,XC60,75.500 km,10/2018,Automatik,Diesel,140 kW (190 PS),8l/100km,153g CO2/km (komb)*,36.549
Ford,Transit,111.623 km,08/2018,Manuell,Diesel,96 kW (131 PS),6l/100km,186g CO2/km (komb)*,31.449
Toyota,Proace,75.000 km,04/2018,Automatik,Diesel,130 kW (177 PS),2l/100km,163g CO2/km (komb)*,42.049
Ford,Kuga,139.990 km,03/2018,Automatik,Diesel,132 kW (180 PS),7l/100km,186g CO2/km (komb)*,16.949
Peugeot,308,33.233 km,04/2018,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,17.049
Ford,Transit Custom,76.004 km,03/2018,Automatik,Diesel,96 kW (131 PS),7l/100km,181g CO2/km (komb)*,28.549
Mercedes-Benz,S 400,88.000 km,07/2018,Automatik,Diesel,250 kW (340 PS),7l/100km,186g CO2/km (komb)*,65.449
Renault,Megane,75.720 km,03/2018,Manuell,Benzin,97 kW (132 PS),8l/100km,185g CO2/km (komb)*,16.849
Audi,A4 Allroad,99.115 km,08/2018,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,28.549
Ford,EcoSport,38.800 km,05/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,119g CO2/km (komb)*,18.449
Cadillac,ATS,58.140 km,07/2018,Automatik,Benzin,203 kW (276 PS),8l/100km,204g CO2/km (komb)*,24.349
Kia,Sorento,79.574 km,02/2018,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,28.049
Mini,One Clubman,64.718 km,08/2018,Automatik,Benzin,75 kW (102 PS),8l/100km,185g CO2/km (komb)*,17.849
Kia,Sportage,127.000 km,04/2018,Automatik,Diesel,136 kW (185 PS),7l/100km,186g CO2/km (komb)*,19.949
Ford,Transit Connect,71.397 km,10/2018,Automatik,Diesel,74 kW (101 PS),1l/100km,0g CO2/km (WLTP,22.149
Ford,Transit Custom,55.780 km,05/2018,Manuell,Diesel,96 kW (131 PS),6l/100km,171g CO2/km (komb)*,24.449
Ford,Edge,76.550 km,07/2018,Manuell,Diesel,132 kW (180 PS),8l/100km,154g CO2/km (komb)*,23.249
BMW,520,85.300 km,10/2018,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,26.349
Ford,S-Max,92.854 km,12/2018,Automatik,Diesel,140 kW (190 PS),6l/100km,0g CO2/km (WLTP,27.449
Dacia,Duster,133.500 km,04/2018,Automatik,Diesel,80 kW (109 PS),5l/100km,116g CO2/km (komb)*,14.649
Hyundai,i40,108.070 km,01/2018,Manuell,Benzin,99 kW (135 PS),1l/100km,145g CO2/km (komb)*,15.349
Mercedes-Benz,CLA 180,91.924 km,02/2018,Automatik,Benzin,90 kW (122 PS),4l/100km,126g CO2/km (komb)*,20.990
Opel,Corsa,61.990 km,05/2018,Manuell,Benzin,74 kW (101 PS),6l/100km,128g CO2/km (komb)*,12.849
Volkswagen,Sharan,97.750 km,07/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,27.549
Ford,Mondeo,44.646 km,03/2018,Automatik,Diesel,132 kW (180 PS),7l/100km,186g CO2/km (komb)*,25.449
Hyundai,Santa Fe,93.190 km,02/2018,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,25.349
Volvo,XC60,62.790 km,06/2018,Automatik,Benzin,184 kW (250 PS),8l/100km,185g CO2/km (komb)*,31.849
Ford,Kuga,91.080 km,04/2018,Manuell,Benzin,110 kW (150 PS),2l/100km,164g CO2/km (komb)*,18.849
Ford,Fiesta,67.941 km,05/2018,Manuell,Benzin,74 kW (101 PS),3l/100km,97g CO2/km (komb)*,16.949
Opel,Astra,69.500 km,02/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,14.749
Audi,A4,44.000 km,03/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,24.349
Renault,Talisman,97.350 km,06/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,133g CO2/km (komb)*,16.949
Ford,Edge,90.000 km,11/2018,Automatik,Diesel,154 kW (209 PS),7l/100km,186g CO2/km (komb)*,23.349
Opel,Insignia,48.000 km,03/2018,Manuell,Benzin,121 kW (165 PS),8l/100km,185g CO2/km (komb)*,16.449
Ford,C-Max,92.000 km,07/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,18.049
Honda,CR-V,46.110 km,05/2018,Manuell,Benzin,114 kW (155 PS),8l/100km,185g CO2/km (komb)*,22.049
Volkswagen,Golf,60.347 km,09/2018,Manuell,Benzin,110 kW (150 PS),0l/100km,0g CO2/km (WLTP,20.049
Jaguar,XF,89.000 km,05/2018,Automatik,Diesel,177 kW (241 PS),8l/100km,153g CO2/km (komb)*,31.749
Renault,Megane,72.500 km,06/2018,Manuell,Benzin,97 kW (132 PS),8l/100km,185g CO2/km (komb)*,14.549
Volvo,XC60,79.800 km,06/2018,Automatik,Diesel,140 kW (190 PS),8l/100km,153g CO2/km (komb)*,34.949
Volkswagen,Touareg,76.697 km,09/2018,Automatik,Diesel,210 kW (286 PS),6l/100km,173g CO2/km (komb)*,56.549
Volkswagen,Touareg,76.697 km,09/2018,Automatik,Diesel,210 kW (286 PS),6l/100km,173g CO2/km (komb)*,52.149
Volkswagen,T6 Caravelle,39.385 km,11/2018,Manuell,Diesel,75 kW (102 PS),0l/100km,0g CO2/km (WLTP,36.949
Volkswagen,Passat Alltrack,64.485 km,08/2018,Automatik,Benzin,162 kW (220 PS),9l/100km,160g CO2/km (komb)*,29.349
Volkswagen,Golf,67.629 km,11/2018,Manuell,Diesel,85 kW (116 PS),94l/100km,0g CO2/km (WLTP,16.849
Renault,Scenic,134.677 km,07/2018,Automatik,Benzin,120 kW (163 PS),5l/100km,130g CO2/km (komb)*,15.949
Audi,A4,51.431 km,05/2018,Manuell,Benzin,110 kW (150 PS),5l/100km,131g CO2/km (komb)*,22.849
Ford,Focus,76.506 km,01/2018,Automatik,Benzin,92 kW (125 PS),5l/100km,125g CO2/km (komb)*,16.849
Skoda,Fabia,51.200 km,01/2018,Manuell,Benzin,81 kW (110 PS),0l/100km,0g CO2/km (WLTP,14.349
