Brand,Model,YearMonth,cleaned_Price,Price_Eval,Kilometer,Gear_Type,Fuel_Type,Consumption,CO2_g_km,Power_PS,source
Volkswagen,Golf,2017.0,15.049,,127290.0,Schaltgetriebe,Diesel,7.0,186.0,150.0,Auto.de
Hyundai,i40,2017.0,12.649,,84572.0,Schaltgetriebe,Benzin,1.0,145.0,135.0,Auto.de
Audi,A4,2017.0,26.549,,64370.0,Automatik,Diesel,7.0,123.0,190.0,Auto.de
Opel,Karl,2017.0,9.749,,37271.0,Schaltgetriebe,Benzin,8.0,185.0,75.0,Auto.de
Ford,Ka / Ka+,2017.0,9.849,,61250.0,Schaltgetriebe,Benzin,8.0,185.0,86.0,Auto.de
Mitsubishi,Space Star,2017.0,11.749,,91074.0,Automatik,Benzin,8.0,185.0,80.0,Auto.de
Volkswagen,Caddy,2017.0,15.349,,95000.0,Automatik,Benzin,8.0,185.0,110.0,Auto.de
Seat,Alhambra,2017.0,21.849,,108800.0,Schaltgetriebe,Benzin,4.0,148.0,150.0,Auto.de
Volkswagen,Touran,2017.0,19.049,,112000.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Mercedes-Benz,V 220,2017.0,37.049,,148000.0,Automatik,Diesel,7.0,186.0,163.0,Auto.de
Volkswagen,Golf Sportsvan,2017.0,17.549,,58998.0,Automatik,Benzin,8.0,185.0,110.0,Auto.de
BMW,330,2017.0,25.449,,95600.0,Automatik,Hybrid (Elektro / Benzin),8.0,85.0,252.0,Auto.de
Skoda,Yeti,2017.0,18.449,,44757.0,Automatik,Benzin,5.0,128.0,110.0,Auto.de
Hyundai,i40,2017.0,15.049,,142676.0,Automatik,Benzin,8.0,185.0,165.0,Auto.de
Fiat,500,2017.0,11.749,,70300.0,Schaltgetriebe,Benzin,7.0,90.0,86.0,Auto.de
Volkswagen,up!,2017.0,13.749,,40444.0,Automatik,Elektro,,0.0,82.0,Auto.de
Skoda,Octavia,2017.0,20.149,,88500.0,Automatik,Benzin,8.0,185.0,180.0,Auto.de
Volkswagen,Golf,2017.0,23.849,,98000.0,Automatik,Benzin,8.0,185.0,230.0,Auto.de
Subaru,OUTBACK,2017.0,21.249,,123000.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Ford,Transit,2017.0,17.049,,118900.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Renault,Clio,2017.0,11.049,,87775.0,Schaltgetriebe,Benzin,8.0,185.0,90.0,Auto.de
Opel,Mokka X,2017.0,17.949,,58800.0,Automatik,Benzin,0.0,0.0,152.0,Auto.de
Hyundai,SONSTIGE,2017.0,17.949,,32000.0,Automatik,Wasserstoff,,0.0,136.0,Auto.de
Audi,A5,2017.0,27.349,,59516.0,Automatik,Benzin,8.0,185.0,190.0,Auto.de
Hyundai,i30,2017.0,13.949,,95350.0,Schaltgetriebe,Benzin,4.0,124.0,140.0,Auto.de
Mercedes-Benz,E 200,2017.0,33.449,,95704.0,Automatik,Benzin,8.0,185.0,184.0,Auto.de
Dodge,Durango,2017.0,39.249,,91900.0,Automatik,Benzin,8.0,185.0,396.0,Auto.de
Suzuki,Swift,2017.0,12.249,,47344.0,Schaltgetriebe,Hybrid (Elektro / Benzin),3.0,98.0,90.0,Auto.de
Seat,Ibiza,2017.0,9.549,,39000.0,Schaltgetriebe,Benzin,9.0,116.0,90.0,Auto.de
Alfa,Romeo Giulia,2017.0,50.849,,89950.0,Automatik,Benzin,5.0,198.0,510.0,Auto.de
Toyota,C-HR,2017.0,20.649,,75800.0,Automatik,Hybrid (Elektro / Benzin),0.0,0.0,122.0,Auto.de
Fiat,500C,2017.0,10.449,,91312.0,Schaltgetriebe,Benzin,8.0,185.0,86.0,Auto.de
Nissan,X-Trail,2017.0,22.649,,55037.0,Schaltgetriebe,Benzin,4.0,149.0,163.0,Auto.de
Toyota,C-HR,2017.0,20.098,,83258.0,Automatik,,8.0,85.0,122.0,Auto.de
BMW,120,2017.0,20.049,,71100.0,Automatik,Benzin,8.0,185.0,184.0,Auto.de
Citroen,C3,2017.0,9.349,,149500.0,Schaltgetriebe,Diesel,7.0,83.0,75.0,Auto.de
Volkswagen,Touareg,2017.0,33.849,,81000.0,Automatik,Diesel,7.0,186.0,262.0,Auto.de
Volkswagen,SONSTIGE,2017.0,33.849,,119000.0,Automatik,Diesel,9.0,181.0,150.0,Auto.de
Mini,Cooper S,2017.0,18.049,,56000.0,Schaltgetriebe,Benzin,8.0,185.0,192.0,Auto.de
Mercedes-Benz,C 63 AMG,2017.0,114.349,,15924.0,Automatik,Benzin,8.0,185.0,510.0,Auto.de
Skoda,Kodiaq,2017.0,24.449,,91500.0,Automatik,Benzin,3.0,168.0,180.0,Auto.de
Volkswagen,Touran,2017.0,22.749,,40788.0,Schaltgetriebe,Benzin,7.0,132.0,150.0,Auto.de
Renault,ZOE,2017.0,9.749,,66872.0,Automatik,Elektro,,0.0,92.0,Auto.de
Toyota,RAV 4,2017.0,20.149,,120390.0,Automatik,Hybrid (Elektro / Benzin),8.0,85.0,197.0,Auto.de
Mercedes-Benz,AMG GT,2017.0,141.349,,24350.0,Automatik,Benzin,4.0,259.0,585.0,Auto.de
Opel,Mokka X,2017.0,16.049,,60112.0,Automatik,Benzin,2.0,144.0,140.0,Auto.de
Mercedes-Benz,E 400,2017.0,31.749,,138700.0,Automatik,Benzin,9.0,180.0,333.0,Auto.de
Volkswagen,Arteon,2017.0,26.449,,77000.0,Automatik,Benzin,3.0,164.0,280.0,Auto.de
Ford,Galaxy,2017.0,19.049,,117459.0,Schaltgetriebe,Benzin,5.0,149.0,160.0,Auto.de
Opel,Mokka X,2017.0,18.049,,63000.0,Automatik,Benzin,4.0,0.0,152.0,Auto.de
Fiat,500C,2017.0,11.049,,51000.0,Schaltgetriebe,Benzin,8.0,185.0,69.0,Auto.de
Smart,ForTwo,2017.0,10.049,,22000.0,Automatik,Elektro,,0.0,82.0,Auto.de
Skoda,Octavia,2017.0,19.049,,123305.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Skoda,Fabia,2017.0,12.549,,82059.0,Schaltgetriebe,Benzin,8.0,185.0,110.0,Auto.de
Volkswagen,Passat Variant,2017.0,19.049,,131890.0,Automatik,Benzin,8.0,185.0,180.0,Auto.de
Seat,Ibiza,2017.0,13.949,,45702.0,Schaltgetriebe,Benzin,9.0,116.0,90.0,Auto.de
Peugeot,2008,2017.0,17.049,,28150.0,Automatik,Benzin,8.0,185.0,110.0,Auto.de
Audi,Q5,2017.0,33.649,,59000.0,Automatik,Diesel,7.0,151.0,190.0,Auto.de
Opel,Crossland X,2017.0,12.249,,85466.0,Schaltgetriebe,Benzin,8.0,114.0,131.0,Auto.de
Audi,A5,2017.0,27.249,,143860.0,Schaltgetriebe,Benzin,9.0,133.0,190.0,Auto.de
Mercedes-Benz,Vito,2017.0,28.149,,32191.0,Schaltgetriebe,Diesel,7.0,186.0,114.0,Auto.de
Mercedes-Benz,Sprinter,2017.0,31.349,,69000.0,Schaltgetriebe,Diesel,7.0,186.0,163.0,Auto.de
Volkswagen,T6 SONSTIGE,2017.0,29.749,,57900.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Fiat,500,2017.0,17.549,,44194.0,Schaltgetriebe,Benzin,8.0,185.0,69.0,Auto.de
BMW,X1,2017.0,17.949,,79000.0,Automatik,Benzin,8.0,185.0,140.0,Auto.de
Peugeot,Boxer,2017.0,27.549,,65000.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Mercedes-Benz,Sprinter,2017.0,38.149,,59000.0,Schaltgetriebe,Diesel,7.0,186.0,163.0,Auto.de
Volkswagen,up!,2017.0,12.749,,34467.0,Automatik,Elektro,,0.0,82.0,Auto.de
BMW,630,2017.0,38.149,,143000.0,Automatik,Diesel,9.0,129.0,265.0,Auto.de
Peugeot,108,2017.0,7.549,,118457.0,Schaltgetriebe,Benzin,8.0,185.0,69.0,Auto.de
Ford,Tourneo Connect,2017.0,13.849,,113100.0,Schaltgetriebe,Benzin,8.0,185.0,101.0,Auto.de
Opel,Adam,2017.0,12.749,,25100.0,Schaltgetriebe,Benzin,8.0,185.0,87.0,Auto.de
Mercedes-Benz,SONSTIGE,2017.0,26.549,,119622.0,Automatik,Benzin,8.0,185.0,211.0,Auto.de
Opel,Mokka X,2017.0,15.649,,60000.0,Schaltgetriebe,Benzin,8.0,185.0,140.0,Auto.de
Mini,ONE,2017.0,13.749,,79000.0,Schaltgetriebe,Benzin,8.0,185.0,102.0,Auto.de
Mini,John Cooper Works Countryman,2017.0,27.549,,86000.0,Automatik,Benzin,9.0,158.0,231.0,Auto.de
Mercedes-Benz,SONSTIGE,2017.0,38.149,,59000.0,Schaltgetriebe,Diesel,7.0,186.0,163.0,Auto.de
Mercedes-Benz,E 200,2017.0,33.949,,44400.0,Automatik,Benzin,9.0,132.0,184.0,Auto.de
Toyota,Aygo,2017.0,12.249,,58275.0,Automatik,Benzin,8.0,185.0,72.0,Auto.de
Fiat,Panda,2017.0,12.849,,63090.0,Automatik,Benzin,8.0,185.0,86.0,Auto.de
Ford,EcoSport,2017.0,15.949,,25690.0,Schaltgetriebe,Benzin,4.0,125.0,125.0,Auto.de
Renault,Captur,2017.0,11.749,,89688.0,Schaltgetriebe,Benzin,8.0,185.0,90.0,Auto.de
Hyundai,ix20,2017.0,13.949,,62000.0,Schaltgetriebe,Benzin,8.0,185.0,125.0,Auto.de
Dacia,Dokker,2017.0,15.549,,74000.0,Schaltgetriebe,Benzin,8.0,185.0,116.0,Auto.de
Audi,RS3,2017.0,43.549,,85000.0,Automatik,Benzin,1.0,189.0,400.0,Auto.de
Renault,Captur,2017.0,14.549,,102100.0,Automatik,Diesel,7.0,186.0,90.0,Auto.de
Ford,Focus,2017.0,12.049,,67020.0,Schaltgetriebe,Benzin,8.0,110.0,125.0,Auto.de
Nissan,X-Trail,2017.0,20.149,,78400.0,Schaltgetriebe,Benzin,4.0,149.0,163.0,Auto.de
Renault,Megane,2017.0,15.549,,109260.0,Automatik,Diesel,7.0,124.0,163.0,Auto.de
Jaguar,F-Pace,2017.0,52.349,,71150.0,Automatik,Diesel,6.0,159.0,301.0,Auto.de
Volkswagen,Polo,2017.0,13.849,,36890.0,Schaltgetriebe,Benzin,7.0,108.0,65.0,Auto.de
Volkswagen,Golf,2017.0,13.949,,83650.0,Schaltgetriebe,Benzin,8.0,109.0,110.0,Auto.de
Toyota,Aygo,2017.0,10.449,,46000.0,Schaltgetriebe,Benzin,8.0,185.0,69.0,Auto.de
Volvo,XC60,2017.0,30.249,,137900.0,Automatik,Diesel,1.0,133.0,190.0,Auto.de
Alfa,Romeo Stelvio,2017.0,26.349,,97850.0,Automatik,Benzin,7.0,161.0,280.0,Auto.de
Volvo,XC60,2017.0,37.049,,70789.0,Automatik,Hybrid (Elektro / Benzin),1.0,49.0,320.0,Auto.de
Seat,Leon,2017.0,10.849,,62500.0,Schaltgetriebe,Benzin,2.0,119.0,86.0,Auto.de
Seat,Ibiza,2017.0,12.049,,83200.0,Schaltgetriebe,Benzin,7.0,108.0,116.0,Auto.de
Kia,Rio,2017.0,12.649,,28950.0,Schaltgetriebe,Benzin,5.0,125.0,84.0,Auto.de
Opel,Astra,2017.0,13.749,,32700.0,Schaltgetriebe,Benzin,9.0,114.0,125.0,Auto.de
Mazda,CX-5,2017.0,22.249,,40000.0,Automatik,Diesel,3.0,139.0,150.0,Auto.de
Ford,Fiesta,2017.0,10.449,,46000.0,Schaltgetriebe,Benzin,8.0,109.0,86.0,Auto.de
Ford,Fiesta,2017.0,11.049,,60046.0,Schaltgetriebe,Benzin,3.0,99.0,80.0,Auto.de
Peugeot,2008,2017.0,13.949,,43300.0,Automatik,Benzin,8.0,110.0,110.0,Auto.de
Smart,ForTwo,2017.0,8.949,,71116.0,Schaltgetriebe,Benzin,5.0,104.0,61.0,Auto.de
Volkswagen,Polo,2017.0,10.849,,70500.0,Schaltgetriebe,Benzin,8.0,185.0,65.0,Auto.de
Peugeot,3008,2017.0,18.049,,59000.0,Automatik,Benzin,8.0,185.0,131.0,Auto.de
Volkswagen,Scirocco,2017.0,19.149,,95000.0,Automatik,Diesel,7.0,186.0,184.0,Auto.de
Mitsubishi,Space Star,2017.0,7.549,,71500.0,Schaltgetriebe,Benzin,2.0,96.0,71.0,Auto.de
Skoda,SONSTIGE,2017.0,30.749,,75500.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Skoda,SONSTIGE,2017.0,22.749,,48000.0,Automatik,Benzin,5.0,125.0,150.0,Auto.de
Volkswagen,T6 SONSTIGE,2017.0,31.849,,145500.0,Automatik,Diesel,4.0,168.0,204.0,Auto.de
Volkswagen,T6 Multivan,2017.0,39.749,,148000.0,Automatik,Diesel,7.0,186.0,204.0,Auto.de
Mazda,MX-5,2017.0,20.149,,77000.0,Schaltgetriebe,Benzin,9.0,140.0,131.0,Auto.de
Volkswagen,Passat Variant,2017.0,20.749,,83000.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Volkswagen,Golf,2017.0,23.349,,58000.0,Automatik,Diesel,5.0,118.0,184.0,Auto.de
Fiat,Tipo,2017.0,12.749,,29000.0,Schaltgetriebe,Diesel,7.0,98.0,,Auto.de
BMW,M550,2017.0,50.849,,73700.0,Automatik,Diesel,3.0,171.0,400.0,Auto.de
Nissan,Micra,2017.0,10.749,,16928.0,Schaltgetriebe,Benzin,8.0,185.0,80.0,Auto.de
Volkswagen,Touareg,2017.0,42.349,,87000.0,Automatik,Diesel,7.0,186.0,262.0,Auto.de
Volkswagen,up!,2017.0,13.749,,41500.0,Automatik,Elektro,,0.0,82.0,Auto.de
Fiat,Fullback,2017.0,21.249,,77300.0,Schaltgetriebe,Diesel,9.0,0.0,181.0,Auto.de
Ford,SONSTIGE,2017.0,15.049,,75000.0,Schaltgetriebe,Diesel,7.0,186.0,120.0,Auto.de
Kia,Stonic,2017.0,14.049,,61200.0,Schaltgetriebe,Benzin,5.0,125.0,99.0,Auto.de
Volkswagen,T6 Transporter,2017.0,13.549,,140000.0,Schaltgetriebe,Diesel,8.0,153.0,84.0,Auto.de
Renault,Twingo,2017.0,9.949,,28964.0,Schaltgetriebe,Benzin,5.0,112.0,69.0,Auto.de
Audi,Q2,2017.0,18.049,,89755.0,Schaltgetriebe,Benzin,8.0,185.0,150.0,Auto.de
Volkswagen,Golf Sportsvan,2017.0,12.049,,124600.0,Schaltgetriebe,Diesel,2.0,110.0,116.0,Auto.de
Opel,Crossland X,2017.0,11.849,,109735.0,Schaltgetriebe,Benzin,8.0,185.0,131.0,Auto.de
Dacia,Logan,2019.0,11.548,,45845.0,Schaltgetriebe,Benzin,2.0,117.0,73.0,Auto.de
Hyundai,i30,2019.0,15.748,,57722.0,Schaltgetriebe,Benzin,8.0,126.0,99.0,Auto.de
Opel,Crossland X,2019.0,16.448,,51678.0,Schaltgetriebe,Benzin,8.0,114.0,131.0,Auto.de
Mini,Cooper,2019.0,16.648,,109000.0,Automatik,Benzin,8.0,109.0,136.0,Auto.de
Land Rover,Range Rover Sport,2019.0,58.748,,114607.0,Automatik,Diesel,7.0,231.0,340.0,Auto.de
Renault,Espace,2019.0,26.248,,66910.0,Automatik,Benzin,8.0,153.0,224.0,Auto.de
Renault,Clio,2019.0,12.448,,60705.0,Schaltgetriebe,Benzin,8.0,185.0,73.0,Auto.de
Ford,EcoSport,2019.0,15.548,,41890.0,Schaltgetriebe,Benzin,8.0,120.0,101.0,Auto.de
Volkswagen,T6 Multivan,2019.0,45.048,,77200.0,Automatik,Benzin,1.0,216.0,204.0,Auto.de
Mazda,6,2019.0,24.248,,57590.0,Automatik,Benzin,8.0,140.0,165.0,Auto.de
Mazda,CX-3,2019.0,19.648,,52890.0,Automatik,Benzin,8.0,140.0,120.0,Auto.de
Jaguar,E-Pace,2019.0,34.848,,40940.0,Automatik,Benzin,8.0,174.0,249.0,Auto.de
Renault,Captur,2019.0,14.448,,46456.0,Schaltgetriebe,Benzin,4.0,123.0,90.0,Auto.de
Ford,EcoSport,2019.0,15.448,,78366.0,Schaltgetriebe,Benzin,3.0,119.0,125.0,Auto.de
Volkswagen,Golf,2019.0,21.489,,79181.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Audi,A4,2019.0,27.389,,70852.0,Automatik,Benzin,8.0,185.0,190.0,Auto.de
Audi,A3,2019.0,26.989,,59916.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Seat,Leon,2019.0,20.689,,48579.0,Schaltgetriebe,Diesel,5.0,131.0,150.0,Auto.de
Skoda,Octavia,2019.0,20.689,,79987.0,Automatik,Diesel,3.0,139.0,150.0,Auto.de
Dacia,Duster,2019.0,13.748,,98310.0,Schaltgetriebe,Autogas,,96.0,114.0,Auto.de
Renault,Scenic,2019.0,15.448,,98370.0,Schaltgetriebe,Benzin,8.0,185.0,140.0,Auto.de
Audi,Q2,2019.0,24.489,,59945.0,Automatik,Benzin,8.0,185.0,116.0,Auto.de
Land Rover,Range Rover Sport,2019.0,76.848,,77750.0,Automatik,Diesel,7.0,231.0,340.0,Auto.de
Skoda,Rapid,2019.0,16.548,,85015.0,Automatik,Benzin,7.0,108.0,110.0,Auto.de
Land Rover,Range Rover Sport,2019.0,58.948,,122981.0,Automatik,Hybrid (Elektro / Benzin),4.0,32.0,404.0,Auto.de
Jaguar,F-Pace,2019.0,48.049,,28586.0,Automatik,Diesel,0.0,0.0,241.0,Auto.de
Renault,Captur,2019.0,16.548,,50090.0,Schaltgetriebe,Benzin,8.0,185.0,90.0,Auto.de
Land Rover,Range Rover Sport,2019.0,106.148,,34461.0,Automatik,Hybrid (Elektro / Benzin),2.0,73.0,404.0,Auto.de
Renault,Megane,2019.0,19.648,,45790.0,Automatik,Benzin,8.0,117.0,140.0,Auto.de
Land Rover,Range Rover Sport,2019.0,64.348,,115752.0,Automatik,Diesel,0.0,0.0,340.0,Auto.de
Hyundai,i30,2019.0,18.289,,77798.0,Schaltgetriebe,Diesel,7.0,186.0,136.0,Auto.de
Audi,A3,2019.0,21.689,,61586.0,Automatik,Diesel,4.0,141.0,116.0,Auto.de
Renault,Captur,2019.0,16.948,,27590.0,Schaltgetriebe,Benzin,8.0,123.0,90.0,Auto.de
Jaguar,I-Pace,2019.0,31.448,,56468.0,Automatik,Elektro,,0.0,400.0,Auto.de
Suzuki,Vitara,2019.0,16.789,,97984.0,Schaltgetriebe,Benzin,8.0,185.0,140.0,Auto.de
Ford,Transit Connect,2019.0,13.849,,99657.0,Schaltgetriebe,Diesel,3.0,0.0,120.0,Auto.de
Ford,Transit Connect,2019.0,14.549,,79500.0,Schaltgetriebe,Diesel,3.0,0.0,120.0,Auto.de
Ford,Transit Connect,2019.0,13.849,,95327.0,Schaltgetriebe,Diesel,3.0,0.0,120.0,Auto.de
Ford,Transit Connect,2019.0,14.549,,85175.0,Schaltgetriebe,Diesel,3.0,0.0,120.0,Auto.de
Ford,Transit Connect,2019.0,13.849,,101047.0,Schaltgetriebe,Diesel,3.0,0.0,120.0,Auto.de
Audi,A4,2019.0,29.789,,59987.0,Automatik,Diesel,4.0,142.0,190.0,Auto.de
Hyundai,i30,2019.0,17.748,,40905.0,Schaltgetriebe,Benzin,5.0,260.0,120.0,Auto.de
Renault,Koleos,2019.0,28.148,,37790.0,Automatik,Diesel,7.0,184.0,190.0,Auto.de
Mazda,CX-3,2019.0,18.048,,57964.0,Schaltgetriebe,Benzin,1.0,141.0,121.0,Auto.de
Renault,Grand Scenic,2019.0,20.648,,38433.0,Schaltgetriebe,Benzin,8.0,185.0,159.0,Auto.de
Volkswagen,Golf,2019.0,17.289,,61390.0,Schaltgetriebe,Diesel,9.0,130.0,116.0,Auto.de
Audi,A4,2019.0,26.689,,66232.0,Automatik,Diesel,6.0,146.0,150.0,Auto.de
Audi,A4,2019.0,27.989,,66232.0,Automatik,Diesel,6.0,146.0,150.0,Auto.de
Hyundai,i20,2019.0,12.948,,66499.0,Schaltgetriebe,Benzin,4.0,145.0,84.0,Auto.de
Jaguar,F-Pace,2019.0,38.148,,104404.0,Automatik,Diesel,7.0,186.0,301.0,Auto.de
Ford,Transit Courier,2019.0,11.548,,63000.0,Schaltgetriebe,Benzin,8.0,185.0,101.0,Auto.de
Renault,Captur,2019.0,16.048,,52475.0,Schaltgetriebe,Benzin,8.0,185.0,150.0,Auto.de
Mazda,CX-3,2019.0,18.948,,51190.0,Schaltgetriebe,Benzin,8.0,141.0,121.0,Auto.de
Renault,Captur,2019.0,17.048,,42361.0,Schaltgetriebe,Benzin,6.0,128.0,131.0,Auto.de
Renault,ZOE,2019.0,9.948,,37598.0,Automatik,Elektro,,0.0,92.0,Auto.de
Ford,Transit,2019.0,30.649,,105915.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Mercedes-Benz,CLA 200 Shooting Brake,2019.0,26.448,,80500.0,Automatik,Benzin,5.0,148.0,156.0,Auto.de
BMW,X2,2019.0,30.349,,109618.0,Automatik,Diesel,9.0,0.0,231.0,Auto.de
Dacia,Duster,2019.0,16.548,,36120.0,Schaltgetriebe,Benzin,0.0,153.0,131.0,Auto.de
Toyota,Aygo,2019.0,11.048,,89000.0,Schaltgetriebe,Benzin,1.0,93.0,72.0,Auto.de
Ford,Kuga,2019.0,25.089,,63230.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Renault,Clio,2019.0,10.948,,86604.0,Schaltgetriebe,Benzin,0.0,137.0,76.0,Auto.de
Volkswagen,Sharan,2019.0,29.789,,71274.0,Schaltgetriebe,Diesel,5.0,169.0,150.0,Auto.de
Fiat,500X,2019.0,16.948,,47104.0,Schaltgetriebe,Benzin,6.0,138.0,120.0,Auto.de
Volkswagen,Golf,2019.0,26.248,,73739.0,Automatik,Benzin,3.0,144.0,245.0,Auto.de
Opel,Crossland X,2019.0,17.089,,43449.0,Schaltgetriebe,Benzin,3.0,141.0,110.0,Auto.de
Ford,Transit Connect,2019.0,17.589,,99430.0,Schaltgetriebe,Diesel,7.0,186.0,120.0,Auto.de
Audi,Q2,2019.0,21.989,,16406.0,Schaltgetriebe,Benzin,5.0,147.0,116.0,Auto.de
Renault,Grand Scenic,2019.0,17.948,,86138.0,Schaltgetriebe,Benzin,8.0,185.0,140.0,Auto.de
Renault,Clio,2019.0,17.448,,52460.0,Automatik,Benzin,8.0,185.0,131.0,Auto.de
Renault,Kadjar,2019.0,21.748,,40390.0,Automatik,Benzin,0.0,155.0,140.0,Auto.de
Ford,Focus,2019.0,21.989,,58407.0,Schaltgetriebe,Benzin,6.0,136.0,150.0,Auto.de
Kia,Soul,2019.0,16.489,,56184.0,Schaltgetriebe,Benzin,8.0,185.0,132.0,Auto.de
Volkswagen,Golf,2019.0,21.689,,52442.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Mercedes-Benz,E 220,2019.0,28.549,,71483.0,Automatik,Diesel,3.0,0.0,194.0,Auto.de
Skoda,Superb,2019.0,30.889,,45434.0,Automatik,Diesel,9.0,155.0,190.0,Auto.de
Volkswagen,Golf,2019.0,19.689,,26185.0,Schaltgetriebe,Diesel,5.0,131.0,116.0,Auto.de
Volkswagen,Golf,2019.0,19.689,,26854.0,Schaltgetriebe,Diesel,5.0,131.0,116.0,Auto.de
Volkswagen,Golf,2019.0,20.289,,17464.0,Schaltgetriebe,Diesel,1.0,134.0,116.0,Auto.de
Audi,Q3,2019.0,29.789,,42098.0,Schaltgetriebe,Benzin,2.0,163.0,150.0,Auto.de
Volkswagen,Golf,2019.0,19.689,,26990.0,Schaltgetriebe,Diesel,1.0,134.0,116.0,Auto.de
Skoda,Karoq,2019.0,28.789,,48972.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Volkswagen,Golf,2019.0,19.689,,29404.0,Schaltgetriebe,Diesel,5.0,131.0,116.0,Auto.de
Skoda,Superb,2019.0,32.989,,37405.0,Automatik,Diesel,7.0,186.0,190.0,Auto.de
Volkswagen,Golf,2019.0,20.289,,18908.0,Schaltgetriebe,Diesel,5.0,131.0,116.0,Auto.de
Volkswagen,T-Roc,2019.0,23.989,,54502.0,Schaltgetriebe,Diesel,5.0,145.0,116.0,Auto.de
Volkswagen,Golf,2019.0,19.289,,26374.0,Schaltgetriebe,Diesel,1.0,134.0,116.0,Auto.de
Seat,Alhambra,2019.0,31.889,,43372.0,Schaltgetriebe,Diesel,4.0,167.0,150.0,Auto.de
Volkswagen,Golf,2019.0,19.289,,35793.0,Schaltgetriebe,Diesel,5.0,131.0,116.0,Auto.de
Volkswagen,Golf,2019.0,19.689,,31300.0,Schaltgetriebe,Diesel,1.0,134.0,116.0,Auto.de
Volkswagen,T-Roc,2019.0,22.689,,54502.0,Schaltgetriebe,Diesel,5.0,145.0,116.0,Auto.de
Volkswagen,Golf,2019.0,19.689,,28391.0,Schaltgetriebe,Diesel,1.0,135.0,116.0,Auto.de
Mazda,CX-30,2019.0,22.848,,54690.0,Schaltgetriebe,Benzin,8.0,116.0,122.0,Auto.de
Ford,Transit,2019.0,19.649,,72955.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,72899.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,90947.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,120660.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,87804.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,104165.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,80941.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,82803.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,91283.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,112952.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,77255.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Transit,2019.0,19.649,,89852.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Renault,Kadjar,2019.0,21.748,,34390.0,Automatik,Benzin,0.0,155.0,159.0,Auto.de
Ford,Kuga,2019.0,20.089,,95018.0,Schaltgetriebe,Benzin,8.0,185.0,150.0,Auto.de
Ford,Focus,2019.0,20.589,,67969.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Volkswagen,Touran,2019.0,26.989,,97000.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Mercedes-Benz,E 220,2019.0,29.349,,71483.0,Automatik,Diesel,3.0,166.0,194.0,Auto.de
Peugeot,208,2019.0,10.948,,73092.0,Schaltgetriebe,Benzin,8.0,109.0,82.0,Auto.de
Ford,Kuga,2019.0,21.089,,52842.0,Automatik,Benzin,1.0,206.0,150.0,Auto.de
Opel,Grandland X,2019.0,19.089,,43799.0,Schaltgetriebe,Benzin,9.0,155.0,131.0,Auto.de
Ford,Focus,2019.0,15.189,,32228.0,Schaltgetriebe,Benzin,8.0,185.0,101.0,Auto.de
Mercedes-Benz,SONSTIGE,2019.0,54.189,,74350.0,Automatik,Benzin,9.0,247.0,390.0,Auto.de
Mercedes-Benz,Vito,2019.0,42.189,,56531.0,Automatik,Diesel,7.0,186.0,190.0,Auto.de
Seat,Arona,2019.0,18.589,,85980.0,Automatik,Benzin,8.0,113.0,116.0,Auto.de
Volkswagen,Passat Variant,2019.0,22.489,,76274.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
