Brand,Model,YearMonth,cleaned_Price,Price_Eval,Kilometer,Gear_Type,Fuel_Type,Consumption,CO2_g_km,Power_PS,source
Peugeot,2008,2023.0,16900.0,Sehr guter Preis,19360.0,Schaltgetriebe,Benzin,5.5,124.0,101.0,Autoscout.de
Audi,A6,,,Keine Information,,Keine Information,Keine Information,5.688358306884766,,,Autoscout.de
Opel,Insignia,2021.0,23900.0,Guter Preis,33575.0,Automatik,Benzin,7.8,180.0,200.0,Autoscout.de
Opel,Corsa,2023.0,16980.0,Sehr guter Preis,20644.0,Automatik,Benzin,5.4,121.0,131.0,Autoscout.de
Mercedes-Benz,CLA 250,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Mercedes-Benz,CLA 250,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
BMW,530,,,Keine Information,,Keine Information,Keine Information,5.660737037658691,,,Autoscout.de
SEAT,Leon,2021.0,19829.0,Keine Information,30915.0,Schaltgetriebe,Benzin,4.8,110.0,150.0,Autoscout.de
Opel,Corsa,2021.0,11280.0,Sehr guter Preis,57000.0,Schaltgetriebe,Benzin,5.9,133.0,102.0,Autoscout.de
Mercedes-Benz,CLA 220,2022.0,24890.0,Sehr guter Preis,122641.0,Automatik,Diesel,5.1,134.0,190.0,Autoscout.de
Hyundai,i30,2022.0,14775.0,Sehr guter Preis,57853.0,Schaltgetriebe,Benzin,6.0,137.0,120.0,Autoscout.de
Ford,Tourneo Custom,2021.0,34990.0,Sehr guter Preis,33000.0,Automatik,Diesel,6.7,174.0,170.0,Autoscout.de
BMW,X1,,,Keine Information,,Keine Information,Keine Information,5.708460330963135,,,Autoscout.de
SEAT,Leon,2021.0,14890.0,Sehr guter Preis,99800.0,Schaltgetriebe,Benzin,4.8,109.0,131.0,Autoscout.de
Audi,Q4 e-tron,,,Keine Information,,Keine Information,Keine Information,5.688358306884766,,,Autoscout.de
Mercedes-Benz,GLC 300,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Opel,Corsa,2024.0,15980.0,Sehr guter Preis,4468.0,Schaltgetriebe,Benzin,5.424513339996338,,101.0,Autoscout.de
Mercedes-Benz,GLC 300,2022.0,45980.0,Sehr guter Preis,43004.0,Automatik,Diesel,6.8,179.0,245.0,Autoscout.de
BMW,545,,,Keine Information,,Keine Information,Keine Information,5.660737037658691,,,Autoscout.de
Volkswagen,Tiguan,2022.0,24450.0,Keine Information,50200.0,Schaltgetriebe,Benzin,6.4,146.0,150.0,Autoscout.de
Volkswagen,T-Cross,2023.0,20875.0,Sehr guter Preis,4800.0,Schaltgetriebe,Benzin,6.0,4.0,110.0,Autoscout.de
Volkswagen,Taigo,2024.0,24680.0,Sehr guter Preis,7871.0,Automatik,Benzin,5.8,131.0,150.0,Autoscout.de
Ford,Kuga,2021.0,19620.0,Sehr guter Preis,79139.0,Automatik,Diesel,5.5728440284729,,150.0,Autoscout.de
Volkswagen,T-Cross,2023.0,20875.0,Sehr guter Preis,4800.0,Schaltgetriebe,Benzin,6.0,4.0,110.0,Autoscout.de
Volkswagen,Taigo,2024.0,24680.0,Sehr guter Preis,7871.0,Automatik,Benzin,5.8,131.0,150.0,Autoscout.de
Ford,Kuga,,,Keine Information,,Keine Information,Keine Information,6.253916263580322,,,Autoscout.de
Hyundai,KONA,2022.0,18500.0,Sehr guter Preis,10600.0,Schaltgetriebe,Benzin,6.1,137.0,120.0,Autoscout.de
Opel,Mokka,2021.0,13500.0,Guter Preis,93377.0,Schaltgetriebe,Benzin,5.7,128.0,101.0,Autoscout.de
Kia,XCeed,2021.0,19469.0,Sehr guter Preis,40800.0,Automatik,Benzin,6.4,139.0,160.0,Autoscout.de
Mercedes-Benz,A 180,2021.0,17950.0,Guter Preis,149443.0,Schaltgetriebe,Benzin,5.2,120.0,136.0,Autoscout.de
Audi,A5,2021.0,33680.0,Sehr guter Preis,41241.0,Automatik,Diesel,5.0,131.0,204.0,Autoscout.de
Hyundai,i30,2022.0,14775.0,Sehr guter Preis,55509.0,Schaltgetriebe,Benzin,6.0,137.0,120.0,Autoscout.de
Opel,Corsa,2023.0,16900.0,Sehr guter Preis,25.0,Automatik,Benzin,5.5,124.0,101.0,Autoscout.de
Volkswagen,Golf,2022.0,27500.0,Sehr guter Preis,18300.0,Automatik,Benzin,7.6,173.0,245.0,Autoscout.de
Volkswagen,T6.1 California,2021.0,49980.0,Sehr guter Preis,87961.0,Automatik,Diesel,4.523353099822998,,150.0,Autoscout.de
Mercedes-Benz,E 300,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Opel,Mokka,2022.0,15380.0,Sehr guter Preis,22200.0,Schaltgetriebe,Benzin,5.7,128.0,101.0,Autoscout.de
CUPRA,Formentor,2022.0,29989.0,Fairer Preis,54750.0,Automatik,Benzin,7.6,173.0,245.0,Autoscout.de
Hyundai,KONA,2023.0,22990.0,Sehr guter Preis,23870.0,Automatik,Benzin,7.249870777130127,,199.0,Autoscout.de
SEAT,Ateca,2021.0,22950.0,Keine Information,49231.0,Automatik,Benzin,5.9756011962890625,,150.0,Autoscout.de
Mercedes-Benz,E 300,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Ford,Mustang Mach-E,,,Keine Information,,Keine Information,Keine Information,6.251326084136963,,,Autoscout.de
Mercedes-Benz,GLB 200,2021.0,31980.0,Sehr guter Preis,39527.0,Automatik,Benzin,6.179086208343506,,163.0,Autoscout.de
Mercedes-Benz,B 250,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Land Rover,Range Rover Evoque,2022.0,38990.0,Sehr guter Preis,35000.0,Automatik,Benzin,7.308828830718994,,200.0,Autoscout.de
Peugeot,3008,2023.0,24950.0,Sehr guter Preis,14262.0,Automatik,Benzin,6.6,149.0,131.0,Autoscout.de
Volkswagen,Golf Variant,2022.0,20990.0,Sehr guter Preis,20990.0,Schaltgetriebe,Benzin,5.5,124.0,110.0,Autoscout.de
Audi,SQ8,2022.0,79850.0,Sehr guter Preis,17611.0,Automatik,Benzin,12.100213050842283,,507.0,Autoscout.de
Mercedes-Benz,GLC 300,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Opel,Mokka,2023.0,19980.0,Sehr guter Preis,6720.0,Automatik,Benzin,3.983363389968872,132.0,131.0,Autoscout.de
Skoda,Kamiq,2024.0,23690.0,Sehr guter Preis,12569.0,Schaltgetriebe,Benzin,5.9,133.0,150.0,Autoscout.de
Skoda,Enyaq,,,Keine Information,,Keine Information,Keine Information,5.774219036102295,,,Autoscout.de
Jeep,Compass,,,Keine Information,,Keine Information,Keine Information,6.206478595733643,,,Autoscout.de
Mercedes-Benz,GLA 200,2021.0,23900.0,Guter Preis,183000.0,Automatik,Diesel,5.4,142.0,150.0,Autoscout.de
Kia,Stinger,2021.0,36485.0,Keine Information,53244.0,Automatik,Benzin,10.047977447509766,,366.0,Autoscout.de
Hyundai,i10,2021.0,10990.0,Sehr guter Preis,10505.0,Schaltgetriebe,Benzin,5.039292335510254,,67.0,Autoscout.de
Citroen,C1,2022.0,9950.0,Sehr guter Preis,13200.0,Schaltgetriebe,Benzin,5.200588226318359,,72.0,Autoscout.de
Volvo,XC40,2022.0,29890.0,Sehr guter Preis,21406.0,Automatik,Benzin,7.471216201782227,,211.0,Autoscout.de
Renault,Arkana,2022.0,19900.0,Sehr guter Preis,9610.0,Automatik,Benzin,5.4,124.0,140.0,Autoscout.de
Hyundai,i10,2021.0,10990.0,Sehr guter Preis,10505.0,Schaltgetriebe,Benzin,5.039292335510254,,67.0,Autoscout.de
Citroen,C1,2022.0,9950.0,Sehr guter Preis,13200.0,Schaltgetriebe,Benzin,5.200588226318359,,72.0,Autoscout.de
Hyundai,i30,2021.0,31990.0,Fairer Preis,26633.0,Automatik,Benzin,8.4,191.0,280.0,Autoscout.de
SEAT,Ateca,2021.0,20990.0,Sehr guter Preis,27150.0,Schaltgetriebe,Benzin,6.2,2.0,150.0,Autoscout.de
Hyundai,TUCSON,,,Keine Information,,Keine Information,Keine Information,6.130127906799316,,,Autoscout.de
Opel,Corsa,2024.0,16280.0,Sehr guter Preis,15989.0,Schaltgetriebe,Benzin,5.4,116.0,101.0,Autoscout.de
Volkswagen,Tiguan Allspace,2021.0,27950.0,Sehr guter Preis,120000.0,Automatik,Diesel,5.3,140.0,200.0,Autoscout.de
Volkswagen,Polo,2022.0,16290.0,Sehr guter Preis,16668.0,Schaltgetriebe,Benzin,5.2,119.0,95.0,Autoscout.de
Volkswagen,T6.1 Caravelle,2021.0,28940.0,Sehr guter Preis,57200.0,Schaltgetriebe,Diesel,4.838646411895752,,110.0,Autoscout.de
BMW,118,2022.0,22990.0,Sehr guter Preis,44200.0,Automatik,Benzin,5.3,,136.0,Autoscout.de
Audi,RS Q3,2023.0,60780.0,Sehr guter Preis,15677.0,Automatik,Benzin,9.6,218.0,400.0,Autoscout.de
Hyundai,TUCSON,2021.0,27490.0,Sehr guter Preis,21953.0,Automatik,Benzin,6.0,137.0,179.0,Autoscout.de
Mercedes-Benz,S 580,2023.0,114490.0,Keine Information,35900.0,Automatik,Benzin,11.575263023376465,,523.0,Autoscout.de
Audi,Q5,2022.0,38680.0,Sehr guter Preis,44199.0,Automatik,Diesel,6.4,168.0,204.0,Autoscout.de
Opel,Corsa,2023.0,15788.0,Sehr guter Preis,20115.0,Schaltgetriebe,Benzin,5.1,116.0,101.0,Autoscout.de
Volkswagen,Touareg,2021.0,54890.0,Guter Preis,47800.0,Automatik,Diesel,7.0,184.0,286.0,Autoscout.de
Hyundai,TUCSON,,,Keine Information,,Keine Information,Keine Information,6.130127906799316,,,Autoscout.de
Alfa Romeo,Tonale,2023.0,27499.0,Sehr guter Preis,24284.0,Automatik,Benzin,6.209920883178711,,160.0,Autoscout.de
SEAT,Ateca,2021.0,18950.0,Sehr guter Preis,98300.0,Schaltgetriebe,Benzin,5.854524612426758,,150.0,Autoscout.de
Audi,A5,2021.0,29880.0,Guter Preis,29989.0,Automatik,Erdgas (CNG),6.217152118682861,111.0,170.0,Autoscout.de
Skoda,Fabia,2024.0,14990.0,Sehr guter Preis,3863.0,Schaltgetriebe,Benzin,5.294371604919434,,80.0,Autoscout.de
Audi,RS6,2025.0,274980.0,Keine Information,5760.0,Automatik,Benzin,12.6,287.0,801.0,Autoscout.de
Volkswagen,Tayron,,38164.0,Keine Information,0.0,Automatik,Diesel,6.959966659545898,141.0,150.0,Autoscout.de
Genesis,G70,2023.0,30950.0,Sehr guter Preis,31258.0,Automatik,Diesel,6.8,178.0,200.0,Autoscout.de
Audi,A3,,,Keine Information,,Keine Information,Keine Information,5.448577404022217,,,Autoscout.de
Jeep,Renegade,2023.0,20485.0,Sehr guter Preis,59842.0,Automatik,Benzin,6.2,141.0,131.0,Autoscout.de
Opel,Grandland X,2021.0,17490.0,Sehr guter Preis,17900.0,Automatik,Benzin,6.6,149.0,131.0,Autoscout.de
Mercedes-Benz,GLB 180,2022.0,35710.0,Guter Preis,16889.0,Automatik,Diesel,5.8,153.0,116.0,Autoscout.de
Mazda,CX-60,,,Keine Information,,Keine Information,Keine Information,5.925700664520264,,,Autoscout.de
Mercedes-Benz,EQE 300,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Renault,Arkana,2021.0,19970.0,Sehr guter Preis,50450.0,Automatik,Benzin,5.9,133.0,140.0,Autoscout.de
CUPRA,Leon,,,Keine Information,,Keine Information,Keine Information,5.6340155601501465,,,Autoscout.de
Peugeot,3008,,,Keine Information,,Keine Information,Keine Information,6.025964260101318,,,Autoscout.de
Skoda,Octavia,2021.0,9900.0,Sehr guter Preis,211250.0,Automatik,Erdgas (CNG),4.653571128845215,,131.0,Autoscout.de
CUPRA,Leon,,,Keine Information,,Keine Information,Keine Information,5.6340155601501465,,,Autoscout.de
Peugeot,3008,,,Keine Information,,Keine Information,Keine Information,6.025964260101318,,,Autoscout.de
Skoda,Octavia,2021.0,9900.0,Sehr guter Preis,211250.0,Automatik,Erdgas (CNG),4.653571128845215,,131.0,Autoscout.de
Kia,XCeed,,,Keine Information,,Keine Information,Keine Information,6.068402290344238,,,Autoscout.de
Audi,A5,2021.0,36690.0,Sehr guter Preis,87414.0,Automatik,Diesel,5.946796894073486,,286.0,Autoscout.de
BMW,420,2022.0,33700.0,Guter Preis,98838.0,Automatik,Diesel,4.788270950317383,,190.0,Autoscout.de
CUPRA,Formentor,2021.0,25490.0,Sehr guter Preis,76600.0,Automatik,Benzin,7.6,8.0,245.0,Autoscout.de
Volkswagen,Polo,2021.0,17650.0,Keine Information,35953.0,Schaltgetriebe,Benzin,11.78156852722168,,952.0,Autoscout.de
Volkswagen,Taigo,2023.0,18970.0,Guter Preis,13800.0,Schaltgetriebe,Benzin,5.58307409286499,,95.0,Autoscout.de
Audi,RS4,2021.0,64970.0,Guter Preis,43000.0,Automatik,Benzin,8.8,201.0,450.0,Autoscout.de
Mercedes-Benz,GLC 300,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
DS Automobiles,DS 3 Crossback,2022.0,17950.0,Keine Information,51500.0,Automatik,Diesel,4.98227596282959,,131.0,Autoscout.de
Audi,A6,,,Keine Information,,Keine Information,Keine Information,5.688358306884766,,,Autoscout.de
Hyundai,i30,2021.0,27990.0,Guter Preis,52391.0,Automatik,Benzin,8.272875785827637,,280.0,Autoscout.de
Lexus,UX 250h,,,Keine Information,,Keine Information,Keine Information,6.012088298797607,,,Autoscout.de
Chevrolet,Camaro,2022.0,31900.0,Fairer Preis,19999.0,Automatik,Benzin,8.35891342163086,,275.0,Autoscout.de
SEAT,Leon,2021.0,22450.0,Sehr guter Preis,60350.0,Automatik,Benzin,5.182250022888184,,150.0,Autoscout.de
Volkswagen,Passat Variant,2021.0,21980.0,Fairer Preis,122929.0,Automatik,Diesel,5.0,131.0,150.0,Autoscout.de
Opel,Corsa,2021.0,11450.0,Sehr guter Preis,23150.0,Schaltgetriebe,Benzin,5.453092098236084,,75.0,Autoscout.de
Jaguar,XE,2021.0,29990.0,Sehr guter Preis,40500.0,Automatik,Diesel,5.1,122.0,204.0,Autoscout.de
Mercedes-Benz,GLB 200,2021.0,30400.0,Sehr guter Preis,79820.0,Automatik,Benzin,6.7,170.0,163.0,Autoscout.de
SEAT,Ibiza,2023.0,15950.0,Sehr guter Preis,18256.0,Schaltgetriebe,Benzin,5.374409198760986,,110.0,Autoscout.de
Mercedes-Benz,C 200,2022.0,28990.0,Sehr guter Preis,43704.0,Automatik,Diesel,4.4,116.0,163.0,Autoscout.de
Mercedes-Benz,GLB 200,2021.0,30800.0,Sehr guter Preis,60508.0,Automatik,Diesel,5.8,151.0,150.0,Autoscout.de
Mazda,CX-5,2021.0,27499.0,Guter Preis,62900.0,Automatik,Benzin,7.2,164.0,194.0,Autoscout.de
Audi,A5,2021.0,34999.0,Fairer Preis,111800.0,Automatik,Diesel,6.0,157.0,286.0,Autoscout.de
Genesis,G80,,,Keine Information,,Keine Information,Keine Information,6.0507426261901855,,,Autoscout.de
Audi,A7,2022.0,44900.0,Fairer Preis,85700.0,Automatik,Benzin,6.9,157.0,265.0,Autoscout.de
Audi,Q3,2024.0,37840.0,Sehr guter Preis,27450.0,Automatik,Benzin,7.0,159.0,150.0,Autoscout.de
Citroen,C3,2025.0,15990.0,Guter Preis,500.0,Schaltgetriebe,Benzin,5.5,123.0,101.0,Autoscout.de
Mazda,CX-5,2021.0,24800.0,Sehr guter Preis,35670.0,Schaltgetriebe,Benzin,6.8,154.0,165.0,Autoscout.de
Opel,Corsa,2025.0,17480.0,Keine Information,20.0,Schaltgetriebe,Benzin,5.4,117.0,101.0,Autoscout.de
Mercedes-Benz,GLE 350,2022.0,62500.0,Sehr guter Preis,35520.0,Automatik,Diesel,7.887986660003662,20.0,320.0,Autoscout.de
Volkswagen,Polo,2022.0,16440.0,Guter Preis,92105.0,Automatik,Benzin,5.575185298919678,,95.0,Autoscout.de
Peugeot,3008,2021.0,21890.0,Sehr guter Preis,45434.0,Automatik,Benzin,7.3,164.0,181.0,Autoscout.de
Volkswagen,ID. Buzz,,,Keine Information,,Keine Information,Keine Information,6.147090911865234,,,Autoscout.de
Opel,Insignia,2021.0,10950.0,Sehr guter Preis,174000.0,Schaltgetriebe,Diesel,4.1,108.0,174.0,Autoscout.de
Mazda,CX-5,2021.0,27499.0,Guter Preis,62900.0,Automatik,Benzin,7.2,164.0,194.0,Autoscout.de
Audi,A5,2021.0,34999.0,Fairer Preis,111800.0,Automatik,Diesel,6.0,157.0,286.0,Autoscout.de
Genesis,G80,,,Keine Information,,Keine Information,Keine Information,6.0507426261901855,,,Autoscout.de
Audi,A7,2022.0,44900.0,Fairer Preis,85700.0,Automatik,Benzin,6.9,157.0,265.0,Autoscout.de
Audi,Q3,2024.0,37840.0,Sehr guter Preis,27450.0,Automatik,Benzin,7.0,159.0,150.0,Autoscout.de
Citroen,C3,2025.0,15990.0,Guter Preis,500.0,Schaltgetriebe,Benzin,5.5,123.0,101.0,Autoscout.de
Mazda,CX-5,2021.0,24800.0,Sehr guter Preis,35670.0,Schaltgetriebe,Benzin,6.8,154.0,165.0,Autoscout.de
Opel,Corsa,2025.0,17480.0,Keine Information,20.0,Schaltgetriebe,Benzin,5.4,117.0,101.0,Autoscout.de
Volkswagen,Polo,2022.0,16440.0,Guter Preis,92105.0,Automatik,Benzin,5.575185298919678,,95.0,Autoscout.de
Peugeot,3008,2021.0,21890.0,Sehr guter Preis,45434.0,Automatik,Benzin,7.3,164.0,181.0,Autoscout.de
Volkswagen,ID. Buzz,,,Keine Information,,Keine Information,Keine Information,6.147090911865234,,,Autoscout.de
Volkswagen,Tiguan,2022.0,26400.0,Fairer Preis,178600.0,Automatik,Diesel,5.7,150.0,150.0,Autoscout.de
Skoda,Kamiq,2021.0,17490.0,Sehr guter Preis,72237.0,Automatik,Benzin,5.9,133.0,110.0,Autoscout.de
Kia,Sportage,2022.0,20770.0,Guter Preis,77868.0,Schaltgetriebe,Benzin,6.040519714355469,,150.0,Autoscout.de
Volkswagen,Polo,2021.0,17209.0,Sehr guter Preis,27138.0,Schaltgetriebe,Benzin,5.2,118.0,110.0,Autoscout.de
Opel,Combo Life,2022.0,21810.0,Guter Preis,53571.0,Schaltgetriebe,Diesel,4.804859638214111,,131.0,Autoscout.de
Peugeot,Rifter,2021.0,18160.0,Sehr guter Preis,33010.0,Schaltgetriebe,Benzin,5.6366071701049805,,110.0,Autoscout.de
BMW,118,2021.0,14550.0,Sehr guter Preis,148572.0,Schaltgetriebe,Benzin,5.9,135.0,136.0,Autoscout.de
Opel,Combo Life,2022.0,15950.0,Sehr guter Preis,46150.0,Schaltgetriebe,Benzin,6.380630970001221,,110.0,Autoscout.de
Renault,Arkana,2023.0,23990.0,Sehr guter Preis,33958.0,Automatik,Benzin,5.8,131.0,158.0,Autoscout.de
Mercedes-Benz,V 250,2021.0,52950.0,Sehr guter Preis,38500.0,Automatik,Diesel,6.2,0.0,190.0,Autoscout.de
CUPRA,Formentor,,,Keine Information,,Keine Information,Keine Information,5.857133388519287,,,Autoscout.de
Volkswagen,Taigo,2023.0,19220.0,Guter Preis,72635.0,Automatik,Benzin,5.999395370483398,,110.0,Autoscout.de
Fiat,500C,,,Keine Information,,Keine Information,,6.014157295227051,,,Autoscout.de
Citroen,C3,2025.0,14890.0,Keine Information,10.0,Schaltgetriebe,Benzin,5.5,123.0,101.0,Autoscout.de
Kia,XCeed,2021.0,15980.0,Guter Preis,65359.0,Schaltgetriebe,Benzin,6.177009105682373,0.0,160.0,Autoscout.de
Volkswagen,Taigo,2023.0,25999.0,Fairer Preis,6303.0,Automatik,Benzin,5.9,133.0,150.0,Autoscout.de
Lexus,,2022.0,25980.0,Sehr guter Preis,39597.0,Automatik,Benzin,6.374602794647217,,184.0,Autoscout.de
Opel,Insignia,2021.0,19950.0,Erhöhter Preis,69900.0,Schaltgetriebe,Diesel,4.745613098144531,,174.0,Autoscout.de
BMW,X2,,,Keine Information,,Keine Information,Keine Information,5.660737037658691,,,Autoscout.de
Volkswagen,T-Roc,2022.0,24995.0,Sehr guter Preis,25200.0,Schaltgetriebe,Benzin,6.331823825836182,,150.0,Autoscout.de
Opel,Crossland X,2021.0,14890.0,Sehr guter Preis,27990.0,Schaltgetriebe,Benzin,5.7,130.0,110.0,Autoscout.de
Mercedes-Benz,Vito,2023.0,23850.0,Sehr guter Preis,76500.0,Schaltgetriebe,Diesel,5.556510925292969,0.0,163.0,Autoscout.de
Ford,Mondeo,,,Keine Information,,Automatik,Keine Information,6.070981025695801,,,Autoscout.de
BMW,540,2021.0,51760.0,Sehr guter Preis,37000.0,Automatik,Diesel,7.840106964111328,,340.0,Autoscout.de
Volkswagen,T-Roc,2021.0,22912.0,Sehr guter Preis,29694.0,Schaltgetriebe,Benzin,6.7,152.0,150.0,Autoscout.de
Peugeot,2008,,,Keine Information,,Keine Information,,6.015539646148682,,,Autoscout.de
Opel,Astra,2022.0,15750.0,Keine Information,19880.0,Schaltgetriebe,Benzin,5.460915565490723,,131.0,Autoscout.de
Opel,Insignia,2021.0,19950.0,Erhöhter Preis,69900.0,Schaltgetriebe,Diesel,4.745613098144531,,174.0,Autoscout.de
BMW,X2,,,Keine Information,,Keine Information,Keine Information,5.660737037658691,,,Autoscout.de
Volkswagen,T-Roc,2022.0,24995.0,Sehr guter Preis,25200.0,Schaltgetriebe,Benzin,6.331823825836182,,150.0,Autoscout.de
Opel,Crossland X,2021.0,14890.0,Sehr guter Preis,27990.0,Schaltgetriebe,Benzin,5.7,130.0,110.0,Autoscout.de
Mercedes-Benz,Vito,2023.0,23850.0,Sehr guter Preis,76500.0,Schaltgetriebe,Diesel,5.556510925292969,0.0,163.0,Autoscout.de
Ford,Mondeo,,,Keine Information,,Automatik,Keine Information,6.070981025695801,,,Autoscout.de
BMW,540,2021.0,51760.0,Sehr guter Preis,37000.0,Automatik,Diesel,7.840106964111328,,340.0,Autoscout.de
Volkswagen,T-Roc,2021.0,22912.0,Sehr guter Preis,29694.0,Schaltgetriebe,Benzin,6.7,152.0,150.0,Autoscout.de
Ford,Focus,2022.0,16650.0,Sehr guter Preis,36588.0,Schaltgetriebe,Benzin,6.4,146.0,101.0,Autoscout.de
Mercedes-Benz,GLC 300,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Hyundai,TUCSON,,,Keine Information,,Keine Information,Keine Information,6.130127906799316,,,Autoscout.de
Volkswagen,Tiguan,2022.0,23390.0,Guter Preis,134372.0,Schaltgetriebe,Diesel,5.1,134.0,150.0,Autoscout.de
MG,EHS,,,Keine Information,,Keine Information,Keine Information,6.06809139251709,,,Autoscout.de
Audi,A4,2023.0,34950.0,Sehr guter Preis,6037.0,Automatik,Benzin,6.360230922698975,,150.0,Autoscout.de
Hyundai,i10,2024.0,13490.0,Keine Information,15.0,Schaltgetriebe,Benzin,5.5,125.0,67.0,Autoscout.de
Mercedes-Benz,GLB 220,2021.0,28900.0,Sehr guter Preis,96900.0,Automatik,Diesel,4.9,128.0,190.0,Autoscout.de
Volkswagen,Golf,2022.0,17880.0,Sehr guter Preis,39915.0,Schaltgetriebe,Benzin,5.435277938842773,,110.0,Autoscout.de
Audi,A3,,,Keine Information,,Keine Information,Keine Information,5.448577404022217,,,Autoscout.de
Peugeot,5008,2023.0,26990.0,Sehr guter Preis,11913.0,Automatik,Benzin,5.896894931793213,,131.0,Autoscout.de
Mercedes-Benz,EQC 400,,,Keine Information,,Automatik,Keine Information,5.938953399658203,,,Autoscout.de
Volkswagen,Tiguan,2022.0,20980.0,Guter Preis,91950.0,Schaltgetriebe,Benzin,6.7,153.0,131.0,Autoscout.de
BMW,X1,,,Keine Information,,Keine Information,Keine Information,5.708460330963135,,,Autoscout.de
Nissan,Micra,2022.0,14990.0,Guter Preis,18043.0,Schaltgetriebe,Benzin,5.493842124938965,,92.0,Autoscout.de
Volkswagen,T-Roc,2024.0,29980.0,Guter Preis,17652.0,Automatik,Benzin,6.4,144.0,150.0,Autoscout.de
Skoda,Kodiaq,2022.0,30855.0,Sehr guter Preis,45221.0,Automatik,Diesel,6.4,167.0,150.0,Autoscout.de
Toyota,Yaris Cross,2024.0,25985.0,Sehr guter Preis,3500.0,Automatik,Benzin,4.5,101.0,131.0,Autoscout.de
Opel,Grandland,2022.0,18795.0,Sehr guter Preis,44925.0,Schaltgetriebe,Benzin,6.3,144.0,131.0,Autoscout.de
Mercedes-Benz,E 220,2021.0,37900.0,Guter Preis,54047.0,Automatik,Diesel,4.7,123.0,194.0,Autoscout.de
Volvo,XC40,,,Keine Information,,Keine Information,Keine Information,5.931362152099609,,,Autoscout.de
BMW,118,2023.0,19980.0,Sehr guter Preis,46300.0,Schaltgetriebe,Benzin,42.0,3.0,136.0,Autoscout.de
Citroen,C3,2023.0,14980.0,Sehr guter Preis,12349.0,Schaltgetriebe,Benzin,5.5,125.0,101.0,Autoscout.de
Hyundai,IONIQ 5,,,Keine Information,,Keine Information,,6.013485431671143,,,Autoscout.de
Mazda,CX-60,,,Keine Information,,Keine Information,Keine Information,5.925700664520264,,,Autoscout.de
Volkswagen,Arteon,2021.0,36990.0,Keine Information,46750.0,Automatik,Diesel,5.694514274597168,,200.0,Autoscout.de
Ford,Mustang,2022.0,39999.0,Sehr guter Preis,32901.0,Automatik,Benzin,11.033794403076172,,449.0,Autoscout.de
smart,forTwo,,,Keine Information,,Keine Information,Keine Information,6.012088298797607,,,Autoscout.de
Honda,Civic,2021.0,18495.0,Guter Preis,47307.0,Schaltgetriebe,Benzin,6.1,137.0,126.0,Autoscout.de
SEAT,Ateca,2023.0,25980.0,Sehr guter Preis,9013.0,Automatik,Benzin,6.325568675994873,,150.0,Autoscout.de
Audi,A6,2021.0,23995.0,Fairer Preis,150000.0,Automatik,Diesel,4.6,122.0,204.0,Autoscout.de
Opel,Corsa,2024.0,16781.0,Sehr guter Preis,8098.0,Schaltgetriebe,Benzin,5.4,116.0,101.0,Autoscout.de
Audi,Q2,2023.0,26440.0,Sehr guter Preis,24170.0,Automatik,Benzin,5.2,119.0,150.0,Autoscout.de
Opel,Grandland,2024.0,21980.0,Sehr guter Preis,23693.0,Automatik,Benzin,5.9395952224731445,148.0,131.0,Autoscout.de
Mercedes-Benz,GLC 43 AMG,2022.0,55844.0,Guter Preis,42354.0,Automatik,Benzin,11.0,251.0,390.0,Autoscout.de
Mercedes-Benz,E 300,,,Keine Information,,Keine Information,Keine Information,5.970609188079834,,,Autoscout.de
Mercedes-Benz,GLC 63 AMG,2021.0,69990.0,Guter Preis,49000.0,Automatik,Benzin,12.1,277.0,510.0,Autoscout.de
Renault,Arkana,2022.0,,Sehr guter Preis,36600.0,Automatik,Benzin,5.4,124.0,140.0,Autoscout.de
BMW,X3,2021.0,29900.0,Sehr guter Preis,98500.0,Automatik,Diesel,5.1,134.0,190.0,Autoscout.de
CUPRA,Formentor,2022.0,34890.0,Guter Preis,18817.0,Automatik,Benzin,8.7,196.0,310.0,Autoscout.de
Mercedes-Benz,GLC 220,2021.0,36840.0,Sehr guter Preis,70536.0,Automatik,Diesel,5.2,170.0,194.0,Autoscout.de
Volkswagen,Golf GTD,2021.0,26989.0,Sehr guter Preis,82628.0,Automatik,Diesel,5.2,136.0,200.0,Autoscout.de
BMW,X2,2021.0,27320.0,Fairer Preis,36066.0,Automatik,Benzin,6.6,149.0,178.0,Autoscout.de
Skoda,Fabia,2024.0,14490.0,Guter Preis,4.0,Schaltgetriebe,Benzin,5.1,131.0,65.0,Autoscout.de
Ford,Puma,2022.0,15990.0,Sehr guter Preis,23750.0,Schaltgetriebe,Benzin,5.936309814453125,,125.0,Autoscout.de
