Unnamed: 0.1;Unnamed: 0;Brand;Model;YearMonth;cleaned_Price;Price_Eval;Kilometer;Gear_Type;Fuel_Type;Consumption;CO2_g_km;Power_PS;Price_per_km;Fuel_Cost_per_100km;Annual_Fuel_Cost;CO2_per_year;CO2_Emission_Category;Marketplace;car_age
348;348;Volkswagen;T6 Multivan;1-8-2017;39.749;;148000.0;Automatik;Diesel;7.0;186.0;204.0;0.00026857432432432433;12.39;2292.15;3441.0;False;Auto.de;7.652.292.950.034.220
349;349;Mazda;MX-5;1-5-2017;20.149;;77000.0;Schaltgetriebe;Benzin;9.0;140.0;131.0;0.00026167532467532466;15.93;2947.05;2590.0;False;Auto.de;7.904.175.222.450.370
350;350;Volkswagen;Passat Variant;1-12-2017;20.749;;83000.0;Automatik;Diesel;7.0;186.0;150.0;0.0002499879518072289;12.39;2292.15;3441.0;False;Auto.de;7.318.275.154.004.100
351;351;Volkswagen;Golf;1-8-2017;23.349;;58000.0;Automatik;Diesel;5.0;118.0;184.0;0.00040256896551724137;8.85;1637.25;2183.0;True;Auto.de;7.652.292.950.034.220
352;352;Fiat;Tipo;1-1-2017;12.749;;29000.0;Schaltgetriebe;Diesel;7.0;98.0;;0.00043962068965517243;12.39;2292.15;1813.0;True;Auto.de;8.232.717.316.906.220
353;353;BMW;M550;1-8-2017;50.849;;73700.0;Automatik;Diesel;3.0;171.0;400.0;0.0006899457259158751;53.100.000.000.000.000;9.823.500.000.000.000;3163.5;False;Auto.de;7.652.292.950.034.220
354;354;Nissan;Micra;1-9-2017;10.749;;16928.0;Schaltgetriebe;Benzin;8.0;185.0;80.0;0.0006349834593572779;14.16;2619.6;3422.5;False;Auto.de;7.567.419.575.633.120
355;355;Volkswagen;Touareg;1-5-2017;42.349;;87000.0;Automatik;Diesel;7.0;186.0;262.0;0.0004867701149425287;12.39;2292.15;3441.0;False;Auto.de;7.904.175.222.450.370
356;356;Volkswagen;up!;1-11-2017;13.749;;41500.0;Automatik;Elektro;;0.0;82.0;0.00033130120481927714;;;0.0;True;Auto.de;740.041.067.761.807
357;357;Fiat;Fullback;1-6-2017;21.249;;77300.0;Schaltgetriebe;Diesel;9.0;0.0;181.0;0.00027489003880983183;15.93;2947.05;0.0;True;Auto.de;7.819.301.848.049.280
358;358;Ford;SONSTIGE;1-9-2017;15.049;;75000.0;Schaltgetriebe;Diesel;7.0;186.0;120.0;0.00020065333333333334;12.39;2292.15;3441.0;False;Auto.de;7.567.419.575.633.120
359;359;Kia;Stonic;1-12-2017;14.049;;61200.0;Schaltgetriebe;Benzin;5.0;125.0;99.0;0.00022955882352941175;8.85;1637.25;2312.5;True;Auto.de;7.318.275.154.004.100
360;360;Volkswagen;T6 Transporter;1-7-2017;13.549;;140000.0;Schaltgetriebe;Diesel;8.0;153.0;84.0;9,68E+10;14.16;2619.6;2830.5;False;Auto.de;7.737.166.324.435.310
361;361;Renault;Twingo;1-10-2017;9.949;;28964.0;Schaltgetriebe;Benzin;5.0;112.0;69.0;0.00034349537356718687;8.85;1637.25;2072.0;True;Auto.de;7.485.284.052.019.160
362;362;Audi;Q2;1-9-2017;18.049;;89755.0;Schaltgetriebe;Benzin;8.0;185.0;150.0;0.00020109186117765027;14.16;2619.6;3422.5;False;Auto.de;7.567.419.575.633.120
363;363;Volkswagen;Golf Sportsvan;1-6-2017;12.049;;124600.0;Schaltgetriebe;Diesel;2.0;110.0;116.0;9,67E+10;3.54;654.9;2035.0;True;Auto.de;7.819.301.848.049.280
364;364;Opel;Crossland X;1-7-2017;11.849;;109735.0;Schaltgetriebe;Benzin;8.0;185.0;131.0;0.00010797831138652208;14.16;2619.6;3422.5;False;Auto.de;7.737.166.324.435.310
365;365;Dacia;Logan;1-3-2019;11.548;;45845.0;Schaltgetriebe;Benzin;2.0;117.0;73.0;0.0002518922456102083;3.54;654.9;2164.5;True;Auto.de;6.072.553.045.859
366;366;Hyundai;i30;1-1-2019;15.748;;57722.0;Schaltgetriebe;Benzin;8.0;126.0;99.0;0.0002728249194414608;14.16;2619.6;2331.0;True;Auto.de;6.234.086.242.299.790
367;367;Opel;Crossland X;1-8-2019;16.448;;51678.0;Schaltgetriebe;Benzin;8.0;114.0;131.0;0.0003182785711521344;14.16;2619.6;2109.0;True;Auto.de;5.653.661.875.427.780
368;368;Mini;Cooper;1-10-2019;16.648;;109000.0;Automatik;Benzin;8.0;109.0;136.0;0.00015273394495412843;14.16;2619.6;2016.5;True;Auto.de;5.486.652.977.412.730
369;369;Land Rover;Range Rover Sport;1-8-2019;58.748;;114607.0;Automatik;Diesel;7.0;231.0;340.0;0.0005126039421675814;12.39;2292.15;4273.5;False;Auto.de;5.653.661.875.427.780
370;370;Renault;Espace;1-3-2019;26.248;;66910.0;Automatik;Benzin;8.0;153.0;224.0;0.0003922881482588552;14.16;2619.6;2830.5;False;Auto.de;6.072.553.045.859
371;371;Renault;Clio;1-11-2019;12.448;;60705.0;Schaltgetriebe;Benzin;8.0;185.0;73.0;0.00020505724404908985;14.16;2619.6;3422.5;False;Auto.de;5.401.779.603.011.630
372;372;Ford;EcoSport;1-6-2019;15.548;;41890.0;Schaltgetriebe;Benzin;8.0;120.0;101.0;0.0003711625686321318;14.16;2619.6;2220.0;True;Auto.de;5.820.670.773.442.840
373;373;Volkswagen;T6 Multivan;1-8-2019;45.048;;77200.0;Automatik;Benzin;1.0;216.0;204.0;0.0005835233160621762;1.77;327.45;3996.0;False;Auto.de;5.653.661.875.427.780
374;374;Mazda;6;1-1-2019;24.248;;57590.0;Automatik;Benzin;8.0;140.0;165.0;0.0004210453203681195;14.16;2619.6;2590.0;False;Auto.de;6.234.086.242.299.790
375;375;Mazda;CX-3;1-4-2019;19.648;;52890.0;Automatik;Benzin;8.0;140.0;120.0;0.0003714879939497069;14.16;2619.6;2590.0;False;Auto.de;5.987.679.671.457.900
376;376;Jaguar;E-Pace;1-12-2019;34.848;;40940.0;Automatik;Benzin;8.0;174.0;249.0;0.0008511968734733757;14.16;2619.6;3219.0;False;Auto.de;5.319.644.079.397.670
377;377;Renault;Captur;1-5-2019;14.448;;46456.0;Schaltgetriebe;Benzin;4.0;123.0;90.0;0.00031100396073704153;7.08;1309.8;2275.5;True;Auto.de;5.905.544.147.843.940
378;378;Ford;EcoSport;1-5-2019;15.448;;78366.0;Schaltgetriebe;Benzin;3.0;119.0;125.0;0.00019712630477503;53.100.000.000.000.000;9.823.500.000.000.000;2201.5;True;Auto.de;5.905.544.147.843.940
379;379;Volkswagen;Golf;1-10-2019;21.489;;79181.0;Automatik;Benzin;8.0;185.0;150.0;0.00027139086396989177;14.16;2619.6;3422.5;False;Auto.de;5.486.652.977.412.730
380;380;Audi;A4;1-8-2019;27.389;;70852.0;Automatik;Benzin;8.0;185.0;190.0;0.000386566363687687;14.16;2619.6;3422.5;False;Auto.de;5.653.661.875.427.780
381;381;Audi;A3;1-3-2019;26.989;;59916.0;Automatik;Benzin;8.0;185.0;150.0;0.00045044729287669407;14.16;2619.6;3422.5;False;Auto.de;6.072.553.045.859
382;382;Seat;Leon;1-12-2019;20.689;;48579.0;Schaltgetriebe;Diesel;5.0;131.0;150.0;0.00042588361226044173;8.85;1637.25;2423.5;False;Auto.de;5.319.644.079.397.670
383;383;Skoda;Octavia;1-9-2019;20.689;;79987.0;Automatik;Diesel;3.0;139.0;150.0;0.00025865453136134623;53.100.000.000.000.000;9.823.500.000.000.000;2571.5;False;Auto.de;5.568.788.501.026.690
384;384;Dacia;Duster;1-8-2019;13.748;;98310.0;Schaltgetriebe;Autogas;;96.0;114.0;0.0001398433526599532;;;1776.0;True;Auto.de;5.653.661.875.427.780
385;385;Renault;Scenic;1-2-2019;15.448;;98370.0;Schaltgetriebe;Benzin;8.0;185.0;140.0;0.00015703974789061707;14.16;2619.6;3422.5;False;Auto.de;61.492.128.678.987
386;386;Audi;Q2;1-6-2019;24.489;;59945.0;Automatik;Benzin;8.0;185.0;116.0;0.00040852448077404287;14.16;2619.6;3422.5;False;Auto.de;5.820.670.773.442.840
387;387;Land Rover;Range Rover Sport;1-4-2019;76.848;;77750.0;Automatik;Diesel;7.0;231.0;340.0;0.0009883987138263666;12.39;2292.15;4273.5;False;Auto.de;5.987.679.671.457.900
388;388;Skoda;Rapid;1-3-2019;16.548;;85015.0;Automatik;Benzin;7.0;108.0;110.0;0.0001946480032935364;12.39;2292.15;1998.0;True;Auto.de;6.072.553.045.859
389;389;Land Rover;Range Rover Sport;1-3-2019;58.948;;122981.0;Automatik;Hybrid (Elektro / Benzin);4.0;32.0;404.0;0.0004793260747595157;7.08;1309.8;592.0;True;Auto.de;6.072.553.045.859
390;390;Jaguar;F-Pace;1-8-2019;48.049;;28586.0;Automatik;Diesel;0.0;0.0;241.0;0.001680857762541104;0.0;0.0;0.0;True;Auto.de;5.653.661.875.427.780
391;391;Renault;Captur;1-11-2019;16.548;;50090.0;Schaltgetriebe;Benzin;8.0;185.0;90.0;0.0003303653423837093;14.16;2619.6;3422.5;False;Auto.de;5.401.779.603.011.630
392;392;Land Rover;Range Rover Sport;1-9-2019;106.148;;34461.0;Automatik;Hybrid (Elektro / Benzin);2.0;73.0;404.0;0.003080235628681698;3.54;654.9;1350.5;True;Auto.de;5.568.788.501.026.690
393;393;Renault;Megane;1-11-2019;19.648;;45790.0;Automatik;Benzin;8.0;117.0;140.0;0.00042908932081240443;14.16;2619.6;2164.5;True;Auto.de;5.401.779.603.011.630
394;394;Land Rover;Range Rover Sport;1-4-2019;64.348;;115752.0;Automatik;Diesel;0.0;0.0;340.0;0.0005559126408183012;0.0;0.0;0.0;True;Auto.de;5.987.679.671.457.900
395;395;Hyundai;i30;1-9-2019;18.289;;77798.0;Schaltgetriebe;Diesel;7.0;186.0;136.0;0.0002350831640916219;12.39;2292.15;3441.0;False;Auto.de;5.568.788.501.026.690
396;396;Audi;A3;1-7-2019;21.689;;61586.0;Automatik;Diesel;4.0;141.0;116.0;0.0003521741954340272;7.08;1309.8;2608.5;False;Auto.de;5.738.535.249.828.880
397;397;Renault;Captur;1-12-2019;16.948;;27590.0;Schaltgetriebe;Benzin;8.0;123.0;90.0;0.0006142805364262415;14.16;2619.6;2275.5;True;Auto.de;5.319.644.079.397.670
398;398;Jaguar;I-Pace;1-7-2019;31.448;;56468.0;Automatik;Elektro;;0.0;400.0;0.0005569171920379684;;;0.0;True;Auto.de;5.738.535.249.828.880
399;399;Suzuki;Vitara;1-3-2019;16.789;;97984.0;Schaltgetriebe;Benzin;8.0;185.0;140.0;0.00017134430111038538;14.16;2619.6;3422.5;False;Auto.de;6.072.553.045.859
400;400;Ford;Transit Connect;1-4-2019;13.849;;99657.0;Schaltgetriebe;Diesel;3.0;0.0;120.0;0.0001389666556288068;53.100.000.000.000.000;9.823.500.000.000.000;0.0;True;Auto.de;5.987.679.671.457.900
401;401;Ford;Transit Connect;1-4-2019;14.549;;79500.0;Schaltgetriebe;Diesel;3.0;0.0;120.0;0.0001830062893081761;53.100.000.000.000.000;9.823.500.000.000.000;0.0;True;Auto.de;5.987.679.671.457.900
402;402;Ford;Transit Connect;1-4-2019;13.849;;95327.0;Schaltgetriebe;Diesel;3.0;0.0;120.0;0.00014527888216350038;53.100.000.000.000.000;9.823.500.000.000.000;0.0;True;Auto.de;5.987.679.671.457.900
403;403;Ford;Transit Connect;1-6-2019;14.549;;85175.0;Schaltgetriebe;Diesel;3.0;0.0;120.0;0.00017081303199295567;53.100.000.000.000.000;9.823.500.000.000.000;0.0;True;Auto.de;5.820.670.773.442.840
404;404;Ford;Transit Connect;1-4-2019;13.849;;101047.0;Schaltgetriebe;Diesel;3.0;0.0;120.0;0.00013705503379615427;53.100.000.000.000.000;9.823.500.000.000.000;0.0;True;Auto.de;5.987.679.671.457.900
405;405;Audi;A4;1-12-2019;29.789;;59987.0;Automatik;Diesel;4.0;142.0;190.0;0.0004965909280344074;7.08;1309.8;2627.0;False;Auto.de;5.319.644.079.397.670
406;406;Hyundai;i30;1-6-2019;17.748;;40905.0;Schaltgetriebe;Benzin;5.0;260.0;120.0;0.0004338833883388339;8.85;1637.25;4810.0;False;Auto.de;5.820.670.773.442.840
407;407;Renault;Koleos;1-12-2019;28.148;;37790.0;Automatik;Diesel;7.0;184.0;190.0;0.0007448531357501985;12.39;2292.15;3404.0;False;Auto.de;5.319.644.079.397.670
408;408;Mazda;CX-3;1-10-2019;18.048;;57964.0;Schaltgetriebe;Benzin;1.0;141.0;121.0;0.0003113656752467048;1.77;327.45;2608.5;False;Auto.de;5.486.652.977.412.730
409;409;Renault;Grand Scenic;1-2-2019;20.648;;38433.0;Schaltgetriebe;Benzin;8.0;185.0;159.0;0.0005372466370046575;14.16;2619.6;3422.5;False;Auto.de;61.492.128.678.987
410;410;Volkswagen;Golf;1-8-2019;17.289;;61390.0;Schaltgetriebe;Diesel;9.0;130.0;116.0;0.0002816256719335397;15.93;2947.05;2405.0;True;Auto.de;5.653.661.875.427.780
411;411;Audi;A4;1-5-2019;26.689;;66232.0;Automatik;Diesel;6.0;146.0;150.0;0.00040296231428916537;10.620.000.000.000.000;19.647.000.000.000.000;2701.0;False;Auto.de;5.905.544.147.843.940
412;412;Audi;A4;1-5-2019;27.989;;66232.0;Automatik;Diesel;6.0;146.0;150.0;0.000422590288682208;10.620.000.000.000.000;19.647.000.000.000.000;2701.0;False;Auto.de;5.905.544.147.843.940
413;413;Hyundai;i20;1-10-2019;12.948;;66499.0;Schaltgetriebe;Benzin;4.0;145.0;84.0;0.0001947096948826298;7.08;1309.8;2682.5;False;Auto.de;5.486.652.977.412.730
414;414;Jaguar;F-Pace;1-9-2019;38.148;;104404.0;Automatik;Diesel;7.0;186.0;301.0;0.0003653882992988775;12.39;2292.15;3441.0;False;Auto.de;5.568.788.501.026.690
415;415;Ford;Transit Courier;1-5-2019;11.548;;63000.0;Schaltgetriebe;Benzin;8.0;185.0;101.0;0.0001833015873015873;14.16;2619.6;3422.5;False;Auto.de;5.905.544.147.843.940
416;416;Renault;Captur;1-6-2019;16.048;;52475.0;Schaltgetriebe;Benzin;8.0;185.0;150.0;0.00030582181991424485;14.16;2619.6;3422.5;False;Auto.de;5.820.670.773.442.840
417;417;Mazda;CX-3;1-3-2019;18.948;;51190.0;Schaltgetriebe;Benzin;8.0;141.0;121.0;0.000370150420003907;14.16;2619.6;2608.5;False;Auto.de;6.072.553.045.859
418;418;Renault;Captur;1-10-2019;17.048;;42361.0;Schaltgetriebe;Benzin;6.0;128.0;131.0;0.0004024456457590708;10.620.000.000.000.000;19.647.000.000.000.000;2368.0;True;Auto.de;5.486.652.977.412.730
419;419;Renault;ZOE;1-8-2019;9.948;;37598.0;Automatik;Elektro;;0.0;92.0;0.00026458854194372043;;;0.0;True;Auto.de;5.653.661.875.427.780
420;420;Ford;Transit;1-8-2019;30.649;;105915.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00028937355426521266;12.39;2292.15;3441.0;False;Auto.de;5.653.661.875.427.780
421;421;Mercedes-Benz;CLA 200 Shooting Brake;1-3-2019;26.448;;80500.0;Automatik;Benzin;5.0;148.0;156.0;0.00032854658385093167;8.85;1637.25;2738.0;False;Auto.de;6.072.553.045.859
422;422;BMW;X2;1-12-2019;30.349;;109618.0;Automatik;Diesel;9.0;0.0;231.0;0.0002768614643580434;15.93;2947.05;0.0;True;Auto.de;5.319.644.079.397.670
423;423;Dacia;Duster;1-12-2019;16.548;;36120.0;Schaltgetriebe;Benzin;0.0;153.0;131.0;0.0004581395348837209;0.0;0.0;2830.5;False;Auto.de;5.319.644.079.397.670
424;424;Toyota;Aygo;1-2-2019;11.048;;89000.0;Schaltgetriebe;Benzin;1.0;93.0;72.0;0.00012413483146067416;1.77;327.45;1720.5;True;Auto.de;61.492.128.678.987
425;425;Ford;Kuga;1-11-2019;25.089;;63230.0;Automatik;Diesel;7.0;186.0;150.0;0.0003967894986557014;12.39;2292.15;3441.0;False;Auto.de;5.401.779.603.011.630
426;426;Renault;Clio;1-8-2019;10.948;;86604.0;Schaltgetriebe;Benzin;0.0;137.0;76.0;0.00012641448431943098;0.0;0.0;2534.5;False;Auto.de;5.653.661.875.427.780
427;427;Volkswagen;Sharan;1-8-2019;29.789;;71274.0;Schaltgetriebe;Diesel;5.0;169.0;150.0;0.000417950444762466;8.85;1637.25;3126.5;False;Auto.de;5.653.661.875.427.780
428;428;Fiat;500X;1-9-2019;16.948;;47104.0;Schaltgetriebe;Benzin;6.0;138.0;120.0;0.00035979959239130436;10.620.000.000.000.000;19.647.000.000.000.000;2553.0;False;Auto.de;5.568.788.501.026.690
429;429;Volkswagen;Golf;1-1-2019;26.248;;73739.0;Automatik;Benzin;3.0;144.0;245.0;0.0003559581768128128;53.100.000.000.000.000;9.823.500.000.000.000;2664.0;False;Auto.de;6.234.086.242.299.790
430;430;Opel;Crossland X;1-7-2019;17.089;;43449.0;Schaltgetriebe;Benzin;3.0;141.0;110.0;0.0003933116987732744;53.100.000.000.000.000;9.823.500.000.000.000;2608.5;False;Auto.de;5.738.535.249.828.880
431;431;Ford;Transit Connect;1-10-2019;17.589;;99430.0;Schaltgetriebe;Diesel;7.0;186.0;120.0;0.00017689832042643063;12.39;2292.15;3441.0;False;Auto.de;5.486.652.977.412.730
432;432;Audi;Q2;1-3-2019;21.989;;16406.0;Schaltgetriebe;Benzin;5.0;147.0;116.0;0.001340302328416433;8.85;1637.25;2719.5;False;Auto.de;6.072.553.045.859
433;433;Renault;Grand Scenic;1-2-2019;17.948;;86138.0;Schaltgetriebe;Benzin;8.0;185.0;140.0;0.00020836332396851565;14.16;2619.6;3422.5;False;Auto.de;61.492.128.678.987
434;434;Renault;Clio;1-8-2019;17.448;;52460.0;Automatik;Benzin;8.0;185.0;131.0;0.00033259626382005337;14.16;2619.6;3422.5;False;Auto.de;5.653.661.875.427.780
435;435;Renault;Kadjar;1-10-2019;21.748;;40390.0;Automatik;Benzin;0.0;155.0;140.0;0.0005384501114137162;0.0;0.0;2867.5;False;Auto.de;5.486.652.977.412.730
436;436;Ford;Focus;1-12-2019;21.989;;58407.0;Schaltgetriebe;Benzin;6.0;136.0;150.0;0.0003764788467135789;10.620.000.000.000.000;19.647.000.000.000.000;2516.0;False;Auto.de;5.319.644.079.397.670
437;437;Kia;Soul;1-6-2019;16.489;;56184.0;Schaltgetriebe;Benzin;8.0;185.0;132.0;0.00029348213014381317;14.16;2619.6;3422.5;False;Auto.de;5.820.670.773.442.840
438;438;Volkswagen;Golf;1-9-2019;21.689;;52442.0;Automatik;Diesel;7.0;186.0;150.0;0.0004135807177453186;12.39;2292.15;3441.0;False;Auto.de;5.568.788.501.026.690
439;439;Mercedes-Benz;E 220;1-6-2019;28.549;;71483.0;Automatik;Diesel;3.0;0.0;194.0;0.0003993816711665711;53.100.000.000.000.000;9.823.500.000.000.000;0.0;True;Auto.de;5.820.670.773.442.840
440;440;Skoda;Superb;1-6-2019;30.889;;45434.0;Automatik;Diesel;9.0;155.0;190.0;0.0006798652991152;15.93;2947.05;2867.5;False;Auto.de;5.820.670.773.442.840
441;441;Volkswagen;Golf;1-6-2019;19.689;;26185.0;Schaltgetriebe;Diesel;5.0;131.0;116.0;0.0007519190376169563;8.85;1637.25;2423.5;False;Auto.de;5.820.670.773.442.840
442;442;Volkswagen;Golf;1-6-2019;19.689;;26854.0;Schaltgetriebe;Diesel;5.0;131.0;116.0;0.0007331868622923959;8.85;1637.25;2423.5;False;Auto.de;5.820.670.773.442.840
443;443;Volkswagen;Golf;1-6-2019;20.289;;17464.0;Schaltgetriebe;Diesel;1.0;134.0;116.0;0.0011617613376087954;1.77;327.45;2479.0;False;Auto.de;5.820.670.773.442.840
444;444;Audi;Q3;1-6-2019;29.789;;42098.0;Schaltgetriebe;Benzin;2.0;163.0;150.0;0.0007076108128652193;3.54;654.9;3015.5;False;Auto.de;5.820.670.773.442.840
445;445;Volkswagen;Golf;1-7-2019;19.689;;26990.0;Schaltgetriebe;Diesel;1.0;134.0;116.0;0.0007294924045942941;1.77;327.45;2479.0;False;Auto.de;5.738.535.249.828.880
446;446;Skoda;Karoq;1-7-2019;28.789;;48972.0;Automatik;Diesel;7.0;186.0;150.0;0.0005878665359797436;12.39;2292.15;3441.0;False;Auto.de;5.738.535.249.828.880
447;447;Volkswagen;Golf;1-6-2019;19.689;;29404.0;Schaltgetriebe;Diesel;5.0;131.0;116.0;0.000669602775132635;8.85;1637.25;2423.5;False;Auto.de;5.820.670.773.442.840
448;448;Skoda;Superb;1-12-2019;32.989;;37405.0;Automatik;Diesel;7.0;186.0;190.0;0.0008819409169897072;12.39;2292.15;3441.0;False;Auto.de;5.319.644.079.397.670
449;449;Volkswagen;Golf;1-6-2019;20.289;;18908.0;Schaltgetriebe;Diesel;5.0;131.0;116.0;0.001073037867569283;8.85;1637.25;2423.5;False;Auto.de;5.820.670.773.442.840
450;450;Volkswagen;T-Roc;1-7-2019;23.989;;54502.0;Schaltgetriebe;Diesel;5.0;145.0;116.0;0.00044014898535833547;8.85;1637.25;2682.5;False;Auto.de;5.738.535.249.828.880
451;451;Volkswagen;Golf;1-7-2019;19.289;;26374.0;Schaltgetriebe;Diesel;1.0;134.0;116.0;0.0007313642223401836;1.77;327.45;2479.0;False;Auto.de;5.738.535.249.828.880
452;452;Seat;Alhambra;1-7-2019;31.889;;43372.0;Schaltgetriebe;Diesel;4.0;167.0;150.0;0.0007352439361800239;7.08;1309.8;3089.5;False;Auto.de;5.738.535.249.828.880
453;453;Volkswagen;Golf;1-6-2019;19.289;;35793.0;Schaltgetriebe;Diesel;5.0;131.0;116.0;0.0005389042550219317;8.85;1637.25;2423.5;False;Auto.de;5.820.670.773.442.840
454;454;Volkswagen;Golf;1-6-2019;19.689;;31300.0;Schaltgetriebe;Diesel;1.0;134.0;116.0;0.0006290415335463259;1.77;327.45;2479.0;False;Auto.de;5.820.670.773.442.840
455;455;Volkswagen;T-Roc;1-7-2019;22.689;;54502.0;Schaltgetriebe;Diesel;5.0;145.0;116.0;0.0004162966496642325;8.85;1637.25;2682.5;False;Auto.de;5.738.535.249.828.880
456;456;Volkswagen;Golf;1-7-2019;19.689;;28391.0;Schaltgetriebe;Diesel;1.0;135.0;116.0;0.0006934944172449015;1.77;327.45;2497.5;False;Auto.de;5.738.535.249.828.880
457;457;Mazda;CX-30;1-9-2019;22.848;;54690.0;Schaltgetriebe;Benzin;8.0;116.0;122.0;0.00041777290181020297;14.16;2619.6;2146.0;True;Auto.de;5.568.788.501.026.690
458;458;Ford;Transit;1-6-2019;19.649;;72955.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00026933040915632923;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
459;459;Ford;Transit;1-6-2019;19.649;;72899.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.0002695373050384779;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
460;460;Ford;Transit;1-8-2019;19.649;;90947.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.0002160489076055285;12.39;2292.15;3441.0;False;Auto.de;5.653.661.875.427.780
461;461;Ford;Transit;1-6-2019;19.649;;120660.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00016284601359191117;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
462;462;Ford;Transit;1-6-2019;19.649;;87804.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.0002237825156029338;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
463;463;Ford;Transit;1-6-2019;19.649;;104165.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00018863341813469016;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
464;464;Ford;Transit;1-6-2019;19.649;;80941.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00024275706996454207;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
465;465;Ford;Transit;1-6-2019;19.649;;82803.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00023729816552540368;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
466;466;Ford;Transit;1-6-2019;19.649;;91283.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00021525366168947122;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
467;467;Ford;Transit;1-6-2019;19.649;;112952.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00017395884977689638;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
468;468;Ford;Transit;1-6-2019;19.649;;77255.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00025433952494984143;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
469;469;Ford;Transit;1-6-2019;19.649;;89852.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.00021868183234652542;12.39;2292.15;3441.0;False;Auto.de;5.820.670.773.442.840
470;470;Renault;Kadjar;1-7-2019;21.748;;34390.0;Automatik;Benzin;0.0;155.0;159.0;0.0006323931375399826;0.0;0.0;2867.5;False;Auto.de;5.738.535.249.828.880
471;471;Ford;Kuga;1-11-2019;20.089;;95018.0;Schaltgetriebe;Benzin;8.0;185.0;150.0;0.00021142309878128353;14.16;2619.6;3422.5;False;Auto.de;5.401.779.603.011.630
472;472;Ford;Focus;1-9-2019;20.589;;67969.0;Automatik;Benzin;8.0;185.0;150.0;0.00030291750651032087;14.16;2619.6;3422.5;False;Auto.de;5.568.788.501.026.690
473;473;Volkswagen;Touran;1-7-2019;26.989;;97000.0;Automatik;Diesel;7.0;186.0;150.0;0.00027823711340206186;12.39;2292.15;3441.0;False;Auto.de;5.738.535.249.828.880
474;474;Mercedes-Benz;E 220;1-5-2019;29.349;;71483.0;Automatik;Diesel;3.0;166.0;194.0;0.0004105731432648322;53.100.000.000.000.000;9.823.500.000.000.000;3071.0;False;Auto.de;5.905.544.147.843.940
475;475;Peugeot;208;1-4-2019;10.948;;73092.0;Schaltgetriebe;Benzin;8.0;109.0;82.0;0.00014978383407212827;14.16;2619.6;2016.5;True;Auto.de;5.987.679.671.457.900
476;476;Ford;Kuga;1-8-2019;21.089;;52842.0;Automatik;Benzin;1.0;206.0;150.0;0.0003990954165247341;1.77;327.45;3811.0;False;Auto.de;5.653.661.875.427.780
477;477;Opel;Grandland X;1-1-2019;19.089;;43799.0;Schaltgetriebe;Benzin;9.0;155.0;131.0;0.0004358318683074956;15.93;2947.05;2867.5;False;Auto.de;6.234.086.242.299.790
478;478;Ford;Focus;1-9-2019;15.189;;32228.0;Schaltgetriebe;Benzin;8.0;185.0;101.0;0.00047129824996897107;14.16;2619.6;3422.5;False;Auto.de;5.568.788.501.026.690
479;479;Mercedes-Benz;SONSTIGE;1-12-2019;54.189;;74350.0;Automatik;Benzin;9.0;247.0;390.0;0.000728836583725622;15.93;2947.05;4569.5;False;Auto.de;5.319.644.079.397.670
480;480;Mercedes-Benz;Vito;1-11-2019;42.189;;56531.0;Automatik;Diesel;7.0;186.0;190.0;0.0007462984910933824;12.39;2292.15;3441.0;False;Auto.de;5.401.779.603.011.630
481;481;Seat;Arona;1-4-2019;18.589;;85980.0;Automatik;Benzin;8.0;113.0;116.0;0.00021620144219585948;14.16;2619.6;2090.5;True;Auto.de;5.987.679.671.457.900
482;482;Volkswagen;Passat Variant;1-12-2019;22.489;;76274.0;Automatik;Benzin;8.0;185.0;150.0;0.00029484490127697514;14.16;2619.6;3422.5;False;Auto.de;5.319.644.079.397.670
483;483;Skoda;Karoq;1-5-2019;25.989;;48425.0;Automatik;Benzin;8.0;185.0;150.0;0.0005366855962829118;14.16;2619.6;3422.5;False;Auto.de;5.905.544.147.843.940
